Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon,phon,method
загъд,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA,zaʁd,
хъæлæба,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA,qələba,
хъаугъа,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA,qauʁa,
'pali,LatinTrans,NA,NA,Modern Greek,"strife, quarrel",Person/Thing,NA,pɑli,multilingual-g2p
ka'vɣas,LatinTrans,NA,NA,Modern Greek,"strife, quarrel",Person/Thing,NA,keɪeɪkwəʊtviɡaməeɪɛs,multilingual-g2p
lotta,StandardOrth,NA,NA,Italian,"strife, quarrel",Person/Thing,NA,lotːa,epitran
lite,StandardOrth,NA,NA,Italian,"strife, quarrel",Person/Thing,NA,lite,epitran
lutte,StandardOrth,NA,NA,French,"strife, quarrel",Person/Thing,NA,ly,epitran
querelle,StandardOrth,NA,NA,French,"strife, quarrel",Person/Thing,NA,qɥərɛl,epitran
baralla,StandardOrth,NA,NA,Catalan,"strife, quarrel",Person/Thing,NA,baɾaʎa,epitran
disputa,StandardOrth,NA,NA,Portuguese,"strife, quarrel",Person/Thing,NA,diʃputɐ,epitran
luta,StandardOrth,NA,NA,Portuguese,"strife, quarrel",Person/Thing,NA,lutɐ,epitran
ceartă,StandardOrth,NA,NA,Romanian,"strife, quarrel",Person/Thing,NA,t͡ʃeartə,epitran
gîlceava,StandardOrth,NA,NA,Romanian,"strife, quarrel",Person/Thing,NA,d͡ʒɨlt͡ʃeava,epitran
strid,StandardOrth,NA,NA,Danish,"strife, quarrel",Person/Thing,NA,,
tvist,StandardOrth,NA,NA,Danish,"strife, quarrel",Person/Thing,NA,,
strid,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA,striːd,epitran
tvist,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA,tvɪst,epitran
gräl,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA,ɡrɛːl,epitran
träta,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA,trɛːtɑː,epitran
strife,StandardOrth,NA,NA,English,"strife, quarrel",Person/Thing,NA,stɹajˈf,cmu.in.ipa
quarrel,StandardOrth,NA,NA,English,"strife, quarrel",Person/Thing,NA,kwɔˈɹʌl,cmu.in.ipa
strijd,StandardOrth,NA,NA,Dutch,"strife, quarrel",Person/Thing,NA,strɛjt,epitran
twist,StandardOrth,NA,NA,Dutch,"strife, quarrel",Person/Thing,NA,tʋɪst,epitran
Streit,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE,strait,epitran
Hader,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE,hadə,epitran
Zwist,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE,t͡svist,epitran
Zank,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE,t͡saŋk,epitran
strīds,StandardOrth,NA,NA,Latvian,"strife, quarrel",Person/Thing,NA,stʀids,multilingual-g2p
hádka,StandardOrth,NA,NA,Czech,"strife, quarrel",Person/Thing,NA,hatka,multilingual-g2p
spor,StandardOrth,NA,NA,Czech,"strife, quarrel",Person/Thing,NA,spor,multilingual-g2p
svár,StandardOrth,NA,NA,Czech,"strife, quarrel",Person/Thing,NA,svar̩,multilingual-g2p
sprzeczka,StandardOrth,NA,NA,Polish,"strife, quarrel",Person/Thing,NA,spʐɛt͡ʂka,epitran
spór,StandardOrth,NA,NA,Polish,"strife, quarrel",Person/Thing,NA,spur,epitran
kłótnia,StandardOrth,NA,NA,Polish,"strife, quarrel",Person/Thing,NA,kwutɲa,epitran
сусæгвæнд,CyrillTrans,NA,NA,Ossetic,"conspiracy, plot",NA,NA,susəɡvənd,
sinomo'sia,LatinTrans,NA,NA,Modern Greek,"conspiracy, plot",NA,NA,sɪnəmɒziə,multilingual-g2p
cospirazione,StandardOrth,NA,NA,Italian,"conspiracy, plot",NA,NA,kospirasione,epitran
complotto,StandardOrth,NA,NA,Italian,"conspiracy, plot",NA,NA,komplotːo,epitran
conspiration,StandardOrth,NA,NA,French,"conspiracy, plot",NA,NA,kɔ̃spiratjɔ̃,epitran
complot,StandardOrth,NA,NA,French,"conspiracy, plot",NA,NA,kɔ̃plɔ,epitran
conspiració,StandardOrth,NA,NA,Catalan,"conspiracy, plot",NA,NA,kɔnspiɾasio,epitran
complot,StandardOrth,NA,NA,Catalan,"conspiracy, plot",NA,NA,kɔmplɔt,epitran
conspiração,StandardOrth,NA,NA,Portuguese,"conspiracy, plot",NA,NA,konspiɾɐsɐ̃w̃,epitran
complot,StandardOrth,NA,NA,Romanian,"conspiracy, plot",NA,NA,komplot,epitran
conspiraţiune,StandardOrth,NA,NA,Romanian,"conspiracy, plot",NA,NA,konspirat͡siune,epitran
sammensværgelse,StandardOrth,NA,NA,Danish,"conspiracy, plot",NA,NA,,
samman-svärjning,StandardOrth,NA,NA,Swedish,"conspiracy, plot",NA,NA,sɐmɑːn-svɛrjnɪŋ,epitran
conspiracy,StandardOrth,NA,NA,English,"conspiracy, plot",NA,NA,kʌnspɪˈɹʌsi,cmu.in.ipa
plot,StandardOrth,NA,NA,English,"conspiracy, plot",NA,NA,plɑˈt,cmu.in.ipa
samenzwering,StandardOrth,NA,NA,Dutch,"conspiracy, plot",NA,NA,saːmɛnzʋeːrɪnx,epitran
complot,StandardOrth,NA,NA,Dutch,"conspiracy, plot",NA,NA,cɔmplɔt,epitran
Verschwörung,StandardOrth,NA,Original (M. R. Key),German,"conspiracy, plot",NA,FALSE,feəʃvøːruŋk,epitran
sazvērestība,StandardOrth,NA,NA,Latvian,"conspiracy, plot",NA,NA,sazveʀestibɐ,multilingual-g2p
intriga,StandardOrth,NA,NA,Latvian,"conspiracy, plot",NA,NA,intʀiɡɐ,multilingual-g2p
spiknutí,StandardOrth,NA,NA,Czech,"conspiracy, plot",NA,NA,spiknuci,multilingual-g2p
spisek,StandardOrth,NA,NA,Polish,"conspiracy, plot",NA,NA,spisɛk,epitran
knowanie,StandardOrth,NA,NA,Polish,"conspiracy, plot",NA,NA,knɔvaɲɛ,epitran
intryga,StandardOrth,NA,NA,Polish,"conspiracy, plot",NA,NA,intrɨɡa,epitran
æмбæлын,CyrillTrans,NA,NA,Ossetic,meet,Action/Process,NA,əmbəlɨn,
sina'do,LatinTrans,NA,NA,Modern Greek,meet,Action/Process,NA,sɪnadəʊ,multilingual-g2p
incontrare,StandardOrth,NA,NA,Italian,meet,Action/Process,NA,inkontrare,epitran
rencontrer,StandardOrth,NA,NA,French,meet,Action/Process,NA,rɛnkɔ̃tre,epitran
trobar-se,StandardOrth,NA,NA,Catalan,meet,Action/Process,NA,tɾɔbaɾ-sɛ,epitran
encontrar,StandardOrth,NA,NA,Portuguese,meet,Action/Process,NA,ɛnkontɾɐɾ,epitran
întîlni,StandardOrth,NA,NA,Romanian,meet,Action/Process,NA,ɨntɨlni,epitran
møde,StandardOrth,NA,NA,Danish,meet,Action/Process,NA,,
möta,StandardOrth,NA,NA,Swedish,meet,Action/Process,NA,møːtɑː,epitran
träffa,StandardOrth,NA,NA,Swedish,meet,Action/Process,NA,trɛfɑː,epitran
meet,StandardOrth,NA,NA,English,meet,Action/Process,NA,miˈt,cmu.in.ipa
ontmoeten,StandardOrth,NA,NA,Dutch,meet,Action/Process,NA,ɔntmuːɛtɛn,epitran
treffen,StandardOrth,NA,Original (M. R. Key),German,meet,Action/Process,FALSE,trefən,epitran
(sa)tikties,StandardOrth,NA,NA,Latvian,meet,Action/Process,NA,satikties,multilingual-g2p
potkati,StandardOrth,NA,NA,Czech,meet,Action/Process,NA,potkaci,multilingual-g2p
(s)potkać,StandardOrth,NA,NA,Polish,meet,Action/Process,NA,(s)pɔtkat͡ɕ,epitran
хъахбай,CyrillTrans,NA,NA,Ossetic,prostitute,Person/Thing,NA,qaχbaj,
'porni,LatinTrans,NA,NA,Modern Greek,prostitute,Person/Thing,NA,pɔni,multilingual-g2p
prostituta,StandardOrth,NA,NA,Italian,prostitute,Person/Thing,NA,prostituta,epitran
puttana,StandardOrth,NA,NA,Italian,prostitute,Person/Thing,NA,putːana,epitran
prostituée,StandardOrth,NA,NA,French,prostitute,Person/Thing,NA,prɔstjtɥe,epitran
prostituta,StandardOrth,NA,NA,Catalan,prostitute,Person/Thing,NA,pɾɔstituta,epitran
prostituta,StandardOrth,NA,NA,Portuguese,prostitute,Person/Thing,NA,pɾoʃtitutɐ,epitran
curvă,StandardOrth,NA,NA,Romanian,prostitute,Person/Thing,NA,kurvə,epitran
prostituată,StandardOrth,NA,NA,Romanian,prostitute,Person/Thing,NA,prostituatə,epitran
prostitueret,StandardOrth,NA,NA,Danish,prostitute,Person/Thing,NA,,
prostituerad,StandardOrth,NA,NA,Swedish,prostitute,Person/Thing,NA,prɔstiːtʉːeːrɑːd,epitran
sköka,StandardOrth,NA,NA,Swedish,prostitute,Person/Thing,NA,sɕøːkɑː,epitran
hora,StandardOrth,NA,NA,Swedish,prostitute,Person/Thing,NA,huːrɑː,epitran
prostitute,StandardOrth,NA,NA,English,prostitute,Person/Thing,NA,pɹɑˈstʌtuˌt,cmu.in.ipa
hoer,StandardOrth,NA,NA,Dutch,prostitute,Person/Thing,NA,huːr,epitran
prostituée,StandardOrth,NA,NA,Dutch,prostitute,Person/Thing,NA,prɔstiːtʏɛ́eː,epitran
deern,StandardOrth,NA,NA,Dutch,prostitute,Person/Thing,NA,deːrn,epitran
Prostituierte,StandardOrth,NA,Original (M. R. Key),German,prostitute,Person/Thing,FALSE,prostietuiːətə,epitran
Hure,StandardOrth,NA,Original (M. R. Key),German,prostitute,Person/Thing,FALSE,hurə,epitran
Dirne,StandardOrth,NA,Original (M. R. Key),German,prostitute,Person/Thing,FALSE,diənə,epitran
ielasmeita,StandardOrth,NA,NA,Latvian,prostitute,Person/Thing,NA,ielasmeitɐ,multilingual-g2p
prostitūta,StandardOrth,NA,NA,Latvian,prostitute,Person/Thing,NA,pʀostitutɐ,multilingual-g2p
prostitutka,StandardOrth,NA,NA,Czech,prostitute,Person/Thing,NA,proscitutka,multilingual-g2p
nevěstka,StandardOrth,NA,NA,Czech,prostitute,Person/Thing,NA,nevestka,multilingual-g2p
kurva,StandardOrth,NA,NA,Czech,prostitute,Person/Thing,NA,kurva,multilingual-g2p
kurwa,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA,kurva,epitran
nierządnica,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA,ɲɛʐɔndɲit͡sa,epitran
wszetecznica,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA,vʂɛtɛt͡ʂɲit͡sa,epitran
dziwka,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA,d͡ʑivka,epitran
хæцын,CyrillTrans,NA,NA,Ossetic,fight (vb),Action/Process,NA,χət͡sɨn,
aɣo'nizome,LatinTrans,NA,NA,Modern Greek,fight (vb),Action/Process,NA,eɪɡaməəʊkwəʊtɛnaɪzɛdəʊɛmi,multilingual-g2p
pole'mo,LatinTrans,NA,NA,Modern Greek,fight (vb),Action/Process,NA,pəʊlməʊ,multilingual-g2p
'maxome,LatinTrans,NA,NA,Modern Greek,fight (vb),Action/Process,NA,maksəʊm,multilingual-g2p
combattere,StandardOrth,NA,NA,Italian,fight (vb),Action/Process,NA,kombatːere,epitran
lottare,StandardOrth,NA,NA,Italian,fight (vb),Action/Process,NA,lotːare,epitran
lluitar,StandardOrth,NA,NA,Catalan,fight (vb),Action/Process,NA,ʎuʒtaɾ,epitran
lutar,StandardOrth,NA,NA,Portuguese,fight (vb),Action/Process,NA,lutɐɾ,epitran
combate,StandardOrth,NA,NA,Romanian,fight (vb),Action/Process,NA,kombate,epitran
slås,StandardOrth,NA,NA,Danish,fight (vb),Action/Process,NA,,
kæmpe,StandardOrth,NA,NA,Danish,fight (vb),Action/Process,NA,,
slåss,StandardOrth,NA,NA,Swedish,fight (vb),Action/Process,NA,slɔs,epitran
kämpa,StandardOrth,NA,NA,Swedish,fight (vb),Action/Process,NA,ɕɛmpɑː,epitran
fäkta,StandardOrth,NA,NA,Swedish,fight (vb),Action/Process,NA,fɛktɑː,epitran
fight,StandardOrth,NA,NA,English,fight (vb),Action/Process,NA,fajˈt,cmu.in.ipa
kampen,StandardOrth,NA,NA,Dutch,fight (vb),Action/Process,NA,kɑmpɛn,epitran
vechten,StandardOrth,NA,NA,Dutch,fight (vb),Action/Process,NA,vɛxtɛn,epitran
kämpfen,StandardOrth,NA,Original (M. R. Key),German,fight (vb),Action/Process,FALSE,kemp͡fən,epitran
cīnīties,StandardOrth,NA,NA,Latvian,fight (vb),Action/Process,NA,tsinities,multilingual-g2p
bojovati,StandardOrth,NA,NA,Czech,fight (vb),Action/Process,NA,bojovaci,multilingual-g2p
walczyć,StandardOrth,NA,NA,Polish,fight (vb),Action/Process,NA,valt͡ʂɨt͡ɕ,epitran
хæст,CyrillTrans,NA,NA,Ossetic,"war, battle",Person/Thing,NA,χəst,
тох,CyrillTrans,NA,NA,Ossetic,"war, battle",Person/Thing,NA,toχ,
'polemos,LatinTrans,NA,NA,Modern Greek,"war, battle",Person/Thing,NA,pɒliməʊz,multilingual-g2p
'maxi,LatinTrans,NA,NA,Modern Greek,"war, battle",Person/Thing,NA,maksi,multilingual-g2p
guerra,StandardOrth,NA,NA,Italian,"war, battle",Person/Thing,NA,ɡuerːa,epitran
battaglia,StandardOrth,NA,NA,Italian,"war, battle",Person/Thing,NA,batːaʎa,epitran
guerre,StandardOrth,NA,NA,French,"war, battle",Person/Thing,NA,ɡɥɛrr,epitran
bataille,StandardOrth,NA,NA,French,"war, battle",Person/Thing,NA,batajl,epitran
guerra,StandardOrth,NA,NA,Catalan,"war, battle",Person/Thing,NA,ɡɛɾɾa,epitran
batalla,StandardOrth,NA,NA,Catalan,"war, battle",Person/Thing,NA,bataʎa,epitran
guerra,StandardOrth,NA,NA,Portuguese,"war, battle",Person/Thing,NA,ɡʷɛʁɐ,epitran
batalha,StandardOrth,NA,NA,Portuguese,"war, battle",Person/Thing,NA,bɐtɐlɐ,epitran
războiu,StandardOrth,NA,NA,Romanian,"war, battle",Person/Thing,NA,rəzboiu,epitran
krig,StandardOrth,NA,NA,Danish,"war, battle",Person/Thing,NA,,
slag,StandardOrth,NA,NA,Danish,"war, battle",Person/Thing,NA,,
krig,StandardOrth,NA,NA,Swedish,"war, battle",Person/Thing,NA,kriːɡ,epitran
war,StandardOrth,NA,NA,English,"war, battle",Person/Thing,NA,wɔˈɹ,cmu.in.ipa
battle,StandardOrth,NA,NA,English,"war, battle",Person/Thing,NA,bæˈtʌl,cmu.in.ipa
oorlog,StandardOrth,NA,NA,Dutch,"war, battle",Person/Thing,NA,oːrlɔx,epitran
slag,StandardOrth,NA,NA,Dutch,"war, battle",Person/Thing,NA,slɑx,epitran
krijg,StandardOrth,NA,NA,Dutch,"war, battle",Person/Thing,NA,krɛjx,epitran
Schlacht,StandardOrth,NA,Original (M. R. Key),German,"war, battle",Person/Thing,FALSE,ʃlaxt,epitran
Kampf,StandardOrth,NA,Original (M. R. Key),German,"war, battle",Person/Thing,FALSE,kamp͡f,epitran
Gefecht,StandardOrth,NA,Original (M. R. Key),German,"war, battle",Person/Thing,FALSE,ɡeːfext,epitran
karš,StandardOrth,NA,NA,Latvian,"war, battle",Person/Thing,NA,kaʀs,multilingual-g2p
válka,StandardOrth,NA,NA,Czech,"war, battle",Person/Thing,NA,val̩ka,multilingual-g2p
wojna,StandardOrth,NA,NA,Polish,"war, battle",Person/Thing,NA,vɔjna,epitran
bitwa,StandardOrth,NA,NA,Polish,"war, battle",Person/Thing,NA,bitva,epitran
сабырдзинад,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA,sabɨrd͡zinad,
фидыд,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA,fidɨd,
фидыддзинад,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA,fidɨdd͡zinad,
i'rini,LatinTrans,NA,NA,Modern Greek,peace,Person/Thing,NA,aɪɹinɪ,multilingual-g2p
pace,StandardOrth,NA,NA,Italian,peace,Person/Thing,NA,pat͡ʃe,epitran
paix,StandardOrth,NA,NA,French,peace,Person/Thing,NA,pɛ,epitran
pau,StandardOrth,NA,NA,Catalan,peace,Person/Thing,NA,pab,epitran
paz,StandardOrth,NA,NA,Portuguese,peace,Person/Thing,NA,pɐʒ,epitran
pace,StandardOrth,NA,NA,Romanian,peace,Person/Thing,NA,pat͡ʃe,epitran
fred,StandardOrth,NA,NA,Danish,peace,Person/Thing,NA,,
fred,StandardOrth,NA,NA,Swedish,peace,Person/Thing,NA,freːd,epitran
peace,StandardOrth,NA,NA,English,peace,Person/Thing,NA,piˈs,cmu.in.ipa
vrede,StandardOrth,NA,NA,Dutch,peace,Person/Thing,NA,vreːdeː,epitran
Frieden,StandardOrth,NA,Original (M. R. Key),German,peace,Person/Thing,FALSE,friːdən,epitran
miers,StandardOrth,NA,NA,Latvian,peace,Person/Thing,NA,mieʀs,multilingual-g2p
mír,StandardOrth,NA,NA,Czech,peace,Person/Thing,NA,mir̩,multilingual-g2p
pokój,StandardOrth,NA,NA,Polish,peace,Person/Thing,NA,pɔkuj,epitran
армии,CyrillTrans,NA,NA,Ossetic,army,Person/Thing,NA,armii,
æфсад,CyrillTrans,NA,NA,Ossetic,army,Person/Thing,NA,əfsad,
stra'tos,LatinTrans,NA,NA,Modern Greek,army,Person/Thing,NA,stɹatəʊz,multilingual-g2p
esercito,StandardOrth,NA,NA,Italian,army,Person/Thing,NA,esert͡ʃito,epitran
armée,StandardOrth,NA,NA,French,army,Person/Thing,NA,arme,epitran
exèrcit,StandardOrth,NA,NA,Catalan,army,Person/Thing,NA,ɛʃɛɾsit,epitran
exército,StandardOrth,NA,NA,Portuguese,army,Person/Thing,NA,ɛzeɾsito,epitran
armată,StandardOrth,NA,NA,Romanian,army,Person/Thing,NA,armatə,epitran
hær,StandardOrth,NA,NA,Danish,army,Person/Thing,NA,,
armé,StandardOrth,NA,NA,Danish,army,Person/Thing,NA,,
här,StandardOrth,NA,NA,Swedish,army,Person/Thing,NA,hɛːr,epitran
armé,StandardOrth,NA,NA,Swedish,army,Person/Thing,NA,ɐrmeː,epitran
army,StandardOrth,NA,NA,English,army,Person/Thing,NA,ɑˈɹmi,cmu.in.ipa
leger,StandardOrth,NA,NA,Dutch,army,Person/Thing,NA,leːɣɛr,epitran
heer,StandardOrth,NA,NA,Dutch,army,Person/Thing,NA,heːr,epitran
Armee,StandardOrth,NA,Original (M. R. Key),German,army,Person/Thing,FALSE,aəmeə,epitran
Heer,StandardOrth,NA,Original (M. R. Key),German,army,Person/Thing,FALSE,heə,epitran
armija,StandardOrth,NA,NA,Latvian,army,Person/Thing,NA,aʀmijɐ,multilingual-g2p
vojsko,StandardOrth,NA,NA,Czech,army,Person/Thing,NA,vojsko,multilingual-g2p
armáda,StandardOrth,NA,NA,Czech,army,Person/Thing,NA,armada,multilingual-g2p
wojsko,StandardOrth,NA,NA,Polish,army,Person/Thing,NA,vɔjskɔ,epitran
armia,StandardOrth,NA,NA,Polish,army,Person/Thing,NA,armja,epitran
салдат,CyrillTrans,NA,NA,Ossetic,soldier,Person/Thing,NA,saldat,
strati'otis,LatinTrans,NA,NA,Modern Greek,soldier,Person/Thing,NA,stɹatɪəʊtiz,multilingual-g2p
soldato,StandardOrth,NA,NA,Italian,soldier,Person/Thing,NA,soldato,epitran
militare,StandardOrth,NA,NA,Italian,soldier,Person/Thing,NA,militare,epitran
soldat,StandardOrth,NA,NA,French,soldier,Person/Thing,NA,sɔlda,epitran
soldat,StandardOrth,NA,NA,Catalan,soldier,Person/Thing,NA,sɔldat,epitran
soldado,StandardOrth,NA,NA,Portuguese,soldier,Person/Thing,NA,soldɐdo,epitran
soldat,StandardOrth,NA,NA,Danish,soldier,Person/Thing,NA,,
soldat,StandardOrth,NA,NA,Swedish,soldier,Person/Thing,NA,sɔldɑːt,epitran
soldier,StandardOrth,NA,NA,English,soldier,Person/Thing,NA,sowˈlʤɚ,cmu.in.ipa
soldaat,StandardOrth,NA,NA,Dutch,soldier,Person/Thing,NA,sɔldaːt,epitran
Soldat,StandardOrth,NA,Original (M. R. Key),German,soldier,Person/Thing,FALSE,t͡soldat,epitran
karavīrs,StandardOrth,NA,NA,Latvian,soldier,Person/Thing,NA,kaʀaviʀs,multilingual-g2p
voják,StandardOrth,NA,NA,Czech,soldier,Person/Thing,NA,vojak,multilingual-g2p
vojín,StandardOrth,NA,NA,Czech,soldier,Person/Thing,NA,vojin,multilingual-g2p
żołnierz,StandardOrth,NA,NA,Polish,soldier,Person/Thing,NA,ʐɔwɲɛʐ,epitran
хæцæнгарз,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA,χət͡sənɡarz,
хотых,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA,χotɨχ,
гæрзтæ,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA,ɡərztə,
'opla,LatinTrans,NA,NA,Modern Greek,"weapons, arms",Person/Thing,NA,ɒplə,multilingual-g2p
armi,StandardOrth,NA,NA,Italian,"weapons, arms",Person/Thing,NA,armi,epitran
armes,StandardOrth,NA,NA,French,"weapons, arms",Person/Thing,NA,arm,epitran
armes,StandardOrth,NA,NA,Catalan,"weapons, arms",Person/Thing,NA,aɾmɛs,epitran
armas,StandardOrth,NA,NA,Portuguese,"weapons, arms",Person/Thing,NA,ɐɾmɐʃ,epitran
arme,StandardOrth,NA,NA,Romanian,"weapons, arms",Person/Thing,NA,arme,epitran
våben,StandardOrth,NA,NA,Danish,"weapons, arms",Person/Thing,NA,,
vapen,StandardOrth,NA,NA,Swedish,"weapons, arms",Person/Thing,NA,vɑːpeːn,epitran
weapons,StandardOrth,NA,NA,English,"weapons, arms",Person/Thing,NA,wɛˈpʌnz,cmu.in.ipa
arms,StandardOrth,NA,NA,English,"weapons, arms",Person/Thing,NA,ɑˈɹmz,cmu.in.ipa
wapens,StandardOrth,NA,NA,Dutch,"weapons, arms",Person/Thing,NA,ʋaːpɛns,epitran
Waffen,StandardOrth,NA,Original (M. R. Key),German,"weapons, arms",Person/Thing,FALSE,vafən,epitran
ieroči,StandardOrth,NA,NA,Latvian,"weapons, arms",Person/Thing,NA,ieʀuotsi,multilingual-g2p
zbraně,StandardOrth,NA,NA,Czech,"weapons, arms",Person/Thing,NA,zbrane,multilingual-g2p
broń,StandardOrth,NA,NA,Polish,"weapons, arms",Person/Thing,NA,brɔɲ,epitran
oręż,StandardOrth,NA,NA,Polish,"weapons, arms",Person/Thing,NA,ɔrɛ̃ʐ,epitran
хъил,CyrillTrans,NA,NA,Ossetic,club,Person/Thing,NA,qil,
къобола,CyrillTrans,NA,NA,Ossetic,club,Person/Thing,NA,kʼobola,
'ropalo,LatinTrans,NA,NA,Modern Greek,club,Person/Thing,NA,ɹəʊpələʊ,multilingual-g2p
'klob,LatinTrans,NA,NA,Modern Greek,club,Person/Thing,NA,klɒb,multilingual-g2p
mazza,StandardOrth,NA,NA,Italian,club,Person/Thing,NA,mat͡sa,epitran
casse-tête,StandardOrth,NA,NA,French,club,Person/Thing,NA,kasə-tɛ,epitran
pal,StandardOrth,NA,NA,Catalan,club,Person/Thing,NA,pal,epitran
porrete,StandardOrth,NA,NA,Portuguese,club,Person/Thing,NA,poʁɛtɛ,epitran
cacete,StandardOrth,NA,NA,Portuguese,club,Person/Thing,NA,kɐzɛtɛ,epitran
măciucă,StandardOrth,NA,NA,Romanian,club,Person/Thing,NA,mət͡ʃiukə,epitran
kølle,StandardOrth,NA,NA,Danish,club,Person/Thing,NA,,
klubba,StandardOrth,NA,NA,Swedish,club,Person/Thing,NA,klɵbɑː,epitran
club,StandardOrth,NA,NA,English,club,Person/Thing,NA,klʌˈb,cmu.in.ipa
knots,StandardOrth,NA,NA,Dutch,club,Person/Thing,NA,knɔts,epitran
Keule,StandardOrth,NA,Original (M. R. Key),German,club,Person/Thing,FALSE,koylə,epitran
runga,StandardOrth,NA,NA,Latvian,club,Person/Thing,NA,ʀuŋɡɐ,multilingual-g2p
palice,StandardOrth,NA,NA,Czech,club,Person/Thing,NA,palitse,multilingual-g2p
obušek,StandardOrth,NA,NA,Czech,club,Person/Thing,NA,obusek,multilingual-g2p
pałka,StandardOrth,NA,NA,Polish,club,Person/Thing,NA,pawka,epitran
pała,StandardOrth,NA,NA,Polish,club,Person/Thing,NA,pawa,epitran
'pelekis,LatinTrans,NA,NA,Modern Greek,battle-ax,Person/Thing,NA,pɛlɪkiz,multilingual-g2p
azza,StandardOrth,NA,NA,Italian,battle-ax,Person/Thing,NA,at͡sa,epitran
machado,StandardOrth,NA,NA,Portuguese,battle-ax,Person/Thing,NA,mɐkɐdo,epitran
acha,StandardOrth,NA,NA,Portuguese,battle-ax,Person/Thing,NA,ɐkɐ,epitran
stridsøkse,StandardOrth,NA,NA,Danish,battle-ax,Person/Thing,NA,,
strids-yxa,StandardOrth,NA,NA,Swedish,battle-ax,Person/Thing,NA,strɪds-yːksɑː,epitran
battle-ax,StandardOrth,NA,NA,English,battle-ax,Person/Thing,NA,NA,cmu.in.ipa
strijdbijl,StandardOrth,NA,NA,Dutch,battle-ax,Person/Thing,NA,strɛjtbɛjl,epitran
Streitaxt,StandardOrth,NA,Original (M. R. Key),German,battle-ax,Person/Thing,FALSE,straietakst,epitran
дурæхсæн,CyrillTrans,NA,NA,Ossetic,sling,Person/Thing,NA,durəχsən,
дурæлвасæн,CyrillTrans,NA,NA,Ossetic,sling,Person/Thing,NA,durəlvasən,
sfe'dona,LatinTrans,NA,NA,Modern Greek,sling,Person/Thing,NA,ɛsfɛdəʊnə,multilingual-g2p
fionda,StandardOrth,NA,NA,Italian,sling,Person/Thing,NA,fionda,epitran
fronde,StandardOrth,NA,NA,French,sling,Person/Thing,NA,frɔn,epitran
fona,StandardOrth,NA,NA,Catalan,sling,Person/Thing,NA,fɔna,epitran
funda,StandardOrth,NA,NA,Portuguese,sling,Person/Thing,NA,fundɐ,epitran
estilingue,StandardOrth,NA,NA,Portuguese,sling,Person/Thing,NA,ɛʃtilinɡʷɛ,epitran
praştie,StandardOrth,NA,NA,Romanian,sling,Person/Thing,NA,praʃtie,epitran
slynge,StandardOrth,NA,NA,Danish,sling,Person/Thing,NA,,
slunga,StandardOrth,NA,NA,Swedish,sling,Person/Thing,NA,slɵŋɑː,epitran
sling,StandardOrth,NA,NA,English,sling,Person/Thing,NA,slɪˈŋ,cmu.in.ipa
slinger,StandardOrth,NA,NA,Dutch,sling,Person/Thing,NA,slɪŋɛr,epitran
Schleuder,StandardOrth,NA,Original (M. R. Key),German,sling,Person/Thing,FALSE,ʃloydə,epitran
linga,StandardOrth,NA,NA,Latvian,sling,Person/Thing,NA,liŋɡɐ,multilingual-g2p
prak,StandardOrth,NA,NA,Czech,sling,Person/Thing,NA,prak,multilingual-g2p
proca,StandardOrth,NA,NA,Polish,sling,Person/Thing,NA,prɔt͡sa,epitran
æрдын,CyrillTrans,NA,NA,Ossetic,bow,Person/Thing,NA,ərdɨn,
'tokso,LatinTrans,NA,NA,Modern Greek,bow,Person/Thing,NA,tɒksəʊ,multilingual-g2p
arco,StandardOrth,NA,NA,Italian,bow,Person/Thing,NA,arko,epitran
arc,StandardOrth,NA,NA,French,bow,Person/Thing,NA,ark,epitran
arc,StandardOrth,NA,NA,Catalan,bow,Person/Thing,NA,aɾk,epitran
arco,StandardOrth,NA,NA,Portuguese,bow,Person/Thing,NA,ɐɾko,epitran
