Form,alt_form,language,english.name,ontological.category,old.phon,phon,has.homophone
dech,NA,Czech,"breathe, breath",Action,dex,dex,FALSE
mrkati,NA,Czech,blink,Action,mrkaci,mrk,FALSE
oženiti se,NA,Czech,marry,Action,oʒeɲicise,oʒeɲ,FALSE
uhasiti,NA,Czech,extinguish,Action,uhasici,uhas,FALSE
zapáliti,NA,Czech,"light, kindle, ignite",Action,zapalici,zapal,FALSE
hořeti,NA,Czech,burn (vb intrans),Action,horeci,hor,FALSE
páliti,NA,Czech,burn (vb intrans),Action,palici,pal,FALSE
spáliti (se),NA,Czech,burn (vb trans),Action,spalici,spal,FALSE
čichati,NA,Czech,smell (vb intrans),Action,tʃixaci,tʃix,FALSE
frkati,NA,Czech,sniff,Action,frkaci,frk,FALSE
páchnouti,NA,Czech,smell (vb trans),Action,paxnoʊci,pax,FALSE
voněti,NA,Czech,smell (vb trans),Action,voɲeci,voɲ,FALSE
okusiti,NA,Czech,taste,Action,okusici,okus,FALSE
ochutnati,NA,Czech,taste,Action,oxutnaci,oxutn,FALSE
slyšeti,NA,Czech,hear,Action,sliʃeci,sliʃ,FALSE
naslouchati,NA,Czech,listen,Action,nasloʊxaci,nasloʊx,FALSE
viděti,NA,Czech,see,Action,viɟeci,viɟ,FALSE
hleděti,NA,Czech,"look, look at",Action,hleɟeci,hleɟ,FALSE
patřiti,NA,Czech,"look, look at",Action,patrici,patr,FALSE
dívati se,NA,Czech,"look, look at",Action,ɟivacise,ɟiv,FALSE
ukázati,NA,Czech,show,Action,ukazaci,ukaz,FALSE
svítiti,NA,Czech,shine,Action,svicici,svic,FALSE
blýskati,NA,Czech,shine,Action,bliskaci,blisk,FALSE
dotknouti se,NA,Czech,touch,Action,dotknoʊcise,dotknoʊ,FALSE
hmatati,NA,Czech,feel,Action,hmataci,hmat,FALSE
makati,NA,Czech,feel,Action,makaci,mak,FALSE
cítiti,NA,Czech,feel,Action,tsicici,tsic,FALSE
usmívati se,NA,Czech,laugh,Action,usmivacise,usmiv,FALSE
smát se,NA,Czech,smile,Action,smatse,sma,FALSE
láska,NA,Czech,love,Action,laska,laska,FALSE
milovati,NA,Czech,love,Action,milovaci,milov,FALSE
líbati,NA,Czech,kiss,Action,libaci,lib,FALSE
celovati,NA,Czech,kiss,Action,tselovaci,tselov,FALSE
objetí,NA,Czech,embrace,Action,objeci,obj,FALSE
litovati,NA,Czech,"regret, be sorry",Action,litovaci,litov,FALSE
želeti,NA,Czech,"regret, be sorry",Action,ʒeleci,ʒel,FALSE
plakati,NA,Czech,"cry, weep",Action,plakaci,plak,FALSE
sténati,NA,Czech,groan,Action,stenaci,sten,FALSE
nenávist,NA,Czech,hate,Action,nenavist,nenavist,FALSE
odvážiti se,NA,Czech,dare,Action,odvaʒicise,odvaʒ,FALSE
žádati,NA,Czech,"desire, want",Action,ʒadaci,ʒad,FALSE
vybrati,NA,Czech,choose,Action,vibraci,vibr,FALSE
naděje,NA,Czech,hope,Action,naɟeje,naɟeje,FALSE
lež,NA,Czech,"lie, tell lies",Action,leʃ,leʃ,FALSE
odpustiti,NA,Czech,forgive,Action,otpuscici,otpusc,FALSE
mysliti,NA,Czech,think (= reflect),Action,mislici,misl,FALSE
míniti,NA,Czech,think (= be of the opinion),Action,miɲici,miɲ,FALSE
věřiti,NA,Czech,believe,Action,vjerici,vjer,FALSE
rozuměti,NA,Czech,understand,Action,rozumɲeci,rozumɲ,FALSE
věděti,NA,Czech,know,Action,vjeɟeci,vjeɟ,FALSE
tušiti,NA,Czech,guess,Action,tuʃici,tuʃ,FALSE
hádati,NA,Czech,guess,Action,hadaci,had,FALSE
napodobovati,NA,Czech,imitate,Action,napodobovaci,napodobov,FALSE
imitovati,NA,Czech,imitate,Action,imitovaci,imitov,FALSE
učiti se,NA,Czech,learn,Action,utʃicise,utʃ,FALSE
studovati,NA,Czech,study,Action,studovaci,studov,FALSE
pamatovati se,NA,Czech,remember,Action,pamatovacise,pamatov,FALSE
zapomenouti,NA,Czech,forget,Action,zapomenoʊci,zapome,FALSE
vysvětliti,NA,Czech,explain,Action,visvjetlici,visvjetl,FALSE
objasniti,NA,Czech,explain,Action,objasɲici,objasɲ,FALSE
podezření,NA,Czech,suspect,Action,podezreɲi,podezreɲi,FALSE
prozraditi,NA,Czech,betray,Action,prozraɟici,prozraɟ,FALSE
zraditi,NA,Czech,betray,Action,zraɟici,zraɟ,FALSE
zkusiti,NA,Czech,"try, attempt",Action,skusici,skus,FALSE
pokoušeti,NA,Czech,"try, attempt",Action,pokoʊʃeci,pokoʊʃ,FALSE
zpívati,NA,Czech,sing,Action,spivaci,spiv,FALSE
křičeti,NA,Czech,"shout, cry out",Action,kritʃeci,kritʃ,FALSE
šeptati,NA,Czech,whisper,Action,ʃeptaci,ʃept,FALSE
mumlati,NA,Czech,mumble,Action,mumlaci,muml,FALSE
hvízdati,NA,Czech,whistle,Action,hvizdaci,hvizd,FALSE
pískati,NA,Czech,"shriek, screech",Action,piskaci,pisk,FALSE
mluviti,NA,Czech,"speak, talk",Action,mluvici,mluv,FALSE
zajíkati se,NA,Czech,"stutter, stammer",Action,zajikacise,zajik,FALSE
praviti,NA,Czech,say,Action,pravici,prav,FALSE
pověděti,NA,Czech,say,Action,povjeɟeci,povjeɟ,FALSE
vyprávěti,NA,Czech,tell story,Action,vipravjeci,vipravj,FALSE
mlčeti,NA,Czech,silent (be),Action,mltʃeci,mltʃ,FALSE
odpověděti,NA,Czech,answer,Action,otpovjeɟeci,otpovjeɟ,FALSE
popříti,NA,Czech,deny,Action,poprici,popr,FALSE
slíbiti,NA,Czech,promise,Action,slibici,slib,FALSE
odmítnouti,NA,Czech,refuse,Action,odmitnoʊci,odmit,FALSE
zapověděti,NA,Czech,forbid,Action,zapovjeɟeci,zapovjeɟ,FALSE
zakázati,NA,Czech,forbid,Action,zakazaci,zakaz,FALSE
vytýkati,NA,Czech,"rebuke, scold",Action,vitikaci,vitik,FALSE
nadávati,NA,Czech,"rebuke, scold",Action,nadavaci,nadav,FALSE
hubovati,NA,Czech,"rebuke, scold",Action,hubovaci,hubov,FALSE
volati,NA,Czech,call (=summon),Action,volaci,vol,FALSE
nazvati,NA,Czech,call (=name),Action,nazvaci,nazv,FALSE
nazývati,NA,Czech,call (=name),Action,nazivaci,naziv,FALSE
ohlásiti,NA,Czech,announce,Action,ohlasici,ohlas,FALSE
zvěstovati,NA,Czech,announce,Action,zvjestovaci,zvjestov,FALSE
oznámiti,NA,Czech,announce,Action,oznamici,oznam,FALSE
hroziti,NA,Czech,threaten,Action,hrozici,hroz,FALSE
chlubiti se,NA,Czech,boast,Action,xlubicise,xlub,FALSE
chvástati se,NA,Czech,boast,Action,xvastacise,xvast,FALSE
vládnouti,NA,Czech,"rule, govern",Action,vladnoʊci,vlad,FALSE
naříditi,NA,Czech,"command, order",Action,nariɟici,nariɟ,FALSE
rozkázati,NA,Czech,"command, order",Action,roskazaci,roskaz,FALSE
poslouchati,NA,Czech,obey,Action,posloʊxaci,posloʊx,FALSE
nechat,NA,Czech,"let, permit",Action,nexat,nexat,FALSE
dovolit,NA,Czech,"let, permit",Action,dovolit,dovolit,FALSE
pomoci,NA,Czech,"help, aid",Action,pomotsi,pomo,FALSE
zabrániti,NA,Czech,"hinder, prevent",Action,zabraɲici,zabraɲ,FALSE
překážeti,NA,Czech,"hinder, prevent",Action,prekaʒeci,prekaʒ,FALSE
předejíti,NA,Czech,"hinder, prevent",Action,predejici,predej,FALSE
potkati,NA,Czech,meet,Action,potkaci,potk,FALSE
bojovati,NA,Czech,fight (vb),Action,bojovaci,bojov,FALSE
obrana,NA,Czech,defend,Action,obrana,obrana,FALSE
ústup,NA,Czech,retreat,Action,ustup,ustup,FALSE
vzdáti (se),NA,Czech,surrender,Action,vzdaci,vzd,FALSE
loviti,NA,Czech,hunt,Action,lovici,lov,FALSE
stříleti,NA,Czech,shoot,Action,strileci,stril,FALSE
střeliti,NA,Czech,shoot,Action,strelici,strel,FALSE
líčiti,NA,Czech,trap (vb),Action,litʃici,litʃ,FALSE
souditi,NA,Czech,judge (vb),Action,soʊɟici,soʊɟ,FALSE
přísahati,NA,Czech,swear,Action,prisahaci,prisah,FALSE
obžalovati,NA,Czech,accuse,Action,obʒalovaci,obʒalov,FALSE
obviniti,NA,Czech,accuse,Action,obviɲici,obviɲ,FALSE
odsouditi,NA,Czech,condemn,Action,otsoʊɟici,otsoʊɟ,FALSE
usvědčiti,NA,Czech,convict (vb),Action,usvjettʃici,usvjettʃ,FALSE
osvoboditi,NA,Czech,acquit,Action,osvoboɟici,osvoboɟ,FALSE
krásti,NA,Czech,steal,Action,krasci,kras,FALSE
ctíti,NA,Czech,worship,Action,tscici,tsc,FALSE
klaněti se,NA,Czech,worship,Action,klaɲecise,klaɲe,FALSE
modliti se,NA,Czech,pray,Action,modlicise,modl,FALSE
kázati,NA,Czech,preach,Action,kazaci,kaz,FALSE
blahoslaviti,NA,Czech,bless,Action,blahoslavici,blahoslav,FALSE
žehnati,NA,Czech,bless,Action,ʒehnaci,ʒehn,FALSE
proklíti,NA,Czech,curse,Action,proklici,prokl,FALSE
postiti se,NA,Czech,fast (vb),Action,poscicise,posc,FALSE
