language,ontological.category,marker,n,position
Sanapaná (Angaité dialect),Thing,#,381,Suffix
Sanapaná (Angaité dialect),Thing,a,194,Suffix
Sanapaná (Angaité dialect),Thing,aok,15,Suffix
Sanapaná (Angaité dialect),Thing,#,252,Prefix
Sanapaná (Angaité dialect),Thing,a,192,Prefix
Sanapaná (Angaité dialect),Thing,ap,93,Prefix
Sanapaná (Angaité dialect),Thing,ma,17,Prefix
Sanapaná (Angaité dialect),Thing,ni,36,Prefix
Sanapaná (Enlhet dialect),Action,#,210,Suffix
Sanapaná (Enlhet dialect),Action,aam,48,Suffix
Sanapaná (Enlhet dialect),Action,aekɬaʔ,17,Suffix
Sanapaná (Enlhet dialect),Action,anma,19,Suffix
Sanapaná (Enlhet dialect),Action,askama,17,Suffix
Sanapaná (Enlhet dialect),Action,ay,19,Suffix
Sanapaná (Enlhet dialect),Action,aykam,20,Suffix
Sanapaná (Enlhet dialect),Action,eeskama,11,Suffix
Sanapaná (Enlhet dialect),Action,eeykam,21,Suffix
Sanapaná (Enlhet dialect),Action,keskama,18,Suffix
Sanapaná (Enlhet dialect),Action,#,25,Prefix
Sanapaná (Enlhet dialect),Action,akma,2,Prefix
Sanapaná (Enlhet dialect),Action,akpa,3,Prefix
Sanapaná (Enlhet dialect),Action,akye,1,Prefix
Sanapaná (Enlhet dialect),Action,akyet,1,Prefix
Sanapaná (Enlhet dialect),Action,akyetna,2,Prefix
Sanapaná (Enlhet dialect),Action,eŋha,2,Prefix
Sanapaná (Enlhet dialect),Action,neŋ,154,Prefix
Sanapaná (Enlhet dialect),Action,neŋa,34,Prefix
Sanapaná (Enlhet dialect),Action,neŋel,57,Prefix
Sanapaná (Enlhet dialect),Action,neŋye,22,Prefix
Sanapaná (Enlhet dialect),Action,nemp,2,Prefix
Sanapaná (Enlhet dialect),Action,nempa,13,Prefix
Sanapaná (Enlhet dialect),Action,nempe,11,Prefix
Sanapaná (Enlhet dialect),Action,nenɬ,14,Prefix
Sanapaná (Enlhet dialect),Action,nens,4,Prefix
Sanapaná (Enlhet dialect),Action,nensa,5,Prefix
Sanapaná (Enlhet dialect),Action,nenta,20,Prefix
Sanapaná (Enlhet dialect),Action,nente,20,Prefix
Sanapaná (Enlhet dialect),Action,nento,3,Prefix
Sanapaná (Enlhet dialect),Action,seŋ,5,Prefix
Sanapaná (Enlhet dialect),Thing,#,652,Suffix
Sanapaná (Enlhet dialect),Thing,a,173,Suffix
Sanapaná (Enlhet dialect),Thing,aʔ,94,Suffix
Sanapaná (Enlhet dialect),Thing,eŋak,19,Suffix
Sanapaná (Enlhet dialect),Thing,#,938,Prefix
Sanchong Kelao,Action,#,194,Suffix
Sanchong Kelao,Action,#,194,Prefix
Sanchong Kelao,Thing,#,328,Suffix
Sanchong Kelao,Thing,#,291,Prefix
Sanchong Kelao,Thing,ʔ𭜽,37,Prefix
Selknam,Action,#,61,Suffix
Selknam,Action,ʔ,38,Suffix
Selknam,Action,e,48,Suffix
Selknam,Action,è,35,Suffix
Selknam,Action,tè,14,Suffix
Selknam,Action,xe,19,Suffix
Selknam,Action,#,215,Prefix
Selknam,Thing,#,212,Suffix
Selknam,Thing,l,30,Suffix
Selknam,Thing,n,137,Suffix
Selknam,Thing,#,379,Prefix
Selkup,Action,#,9,Suffix
Selkup,Action,ɨmpɨḳo,19,Suffix
Selkup,Action,ḳɨlḳo,18,Suffix
Selkup,Action,ḳo,181,Suffix
Selkup,Action,ḳupɨl,1,Suffix
Selkup,Action,iḳo,10,Suffix
Selkup,Action,tɨḳo,89,Suffix
Selkup,Action,#,327,Prefix
Selkup,Thing,#,210,Suffix
Selkup,Thing,ɨ,132,Suffix
Selkup,Thing,a,132,Suffix
Selkup,Thing,tɨ,58,Suffix
Selkup,Thing,#,532,Prefix
Serbo-Croatian,Action,#,18,Suffix
Serbo-Croatian,Action,ati,175,Suffix
Serbo-Croatian,Action,atise,10,Suffix
Serbo-Croatian,Action,ći,25,Suffix
Serbo-Croatian,Action,ćise,1,Suffix
Serbo-Croatian,Action,esti,9,Suffix
Serbo-Croatian,Action,eti,28,Suffix
Serbo-Croatian,Action,iti,162,Suffix
Serbo-Croatian,Action,itise,18,Suffix
Serbo-Croatian,Action,nuti,10,Suffix
Serbo-Croatian,Action,om,5,Suffix
Serbo-Croatian,Action,sti,7,Suffix
Serbo-Croatian,Action,ti,1,Suffix
Serbo-Croatian,Action,tise,3,Suffix
Serbo-Croatian,Action,ućise,2,Suffix
Serbo-Croatian,Action,#,474,Prefix
Serbo-Croatian,Thing,#,532,Suffix
Serbo-Croatian,Thing,a,443,Suffix
Serbo-Croatian,Thing,ak,43,Suffix
Serbo-Croatian,Thing,ar,24,Suffix
Serbo-Croatian,Thing,e,67,Suffix
Serbo-Croatian,Thing,#,1109,Prefix
Seri,Action,#,175,Suffix
Seri,Action,#,175,Prefix
Seri,Thing,#,518,Suffix
Seri,Thing,#,518,Prefix
Shan,Action,#,202,Suffix
Shan,Action,k,32,Suffix
Shan,Action,m,29,Suffix
Shan,Action,n,44,Suffix
Shan,Action,#,150,Prefix
Shan,Action,h,25,Prefix
Shan,Action,j,27,Prefix
Shan,Action,kh,31,Prefix
Shan,Action,l,32,Prefix
Shan,Action,t,42,Prefix
Shan,Thing,#,418,Suffix
Shan,Thing,k,45,Suffix
Shan,Thing,m,59,Suffix
Shan,Thing,n,112,Suffix
Shan,Thing,#,322,Prefix
Shan,Thing,h,47,Prefix
Shan,Thing,kh,76,Prefix
Shan,Thing,l,52,Prefix
Shan,Thing,m,79,Prefix
Shan,Thing,ph,38,Prefix
Shan,Thing,th,20,Prefix
Shipibo-Conibo,Action,#,33,Suffix
Shipibo-Conibo,Action,ɨča,2,Suffix
Shipibo-Conibo,Action,ɨkɨ,2,Suffix
Shipibo-Conibo,Action,ɨti,40,Suffix
Shipibo-Conibo,Action,ɨwa,3,Suffix
Shipibo-Conibo,Action,ati,102,Suffix
Shipibo-Conibo,Action,ãti,33,Suffix
Shipibo-Conibo,Action,iti,55,Suffix
Shipibo-Conibo,Action,ĩti,12,Suffix
Shipibo-Conibo,Action,oko,2,Suffix
Shipibo-Conibo,Action,oma,2,Suffix
Shipibo-Conibo,Action,oti,47,Suffix
Shipibo-Conibo,Action,ti,28,Suffix
Shipibo-Conibo,Action,#,361,Prefix
Shipibo-Conibo,Thing,#,77,Suffix
Shipibo-Conibo,Thing,ɨ,67,Suffix
Shipibo-Conibo,Thing,a,140,Suffix
Shipibo-Conibo,Thing,ati,20,Suffix
Shipibo-Conibo,Thing,i,188,Suffix
Shipibo-Conibo,Thing,ĩ,19,Suffix
Shipibo-Conibo,Thing,o,121,Suffix
Shipibo-Conibo,Thing,#,632,Prefix
Siona,Action,#,25,Suffix
Siona,Action,ʔta,2,Suffix
Siona,Action,ahi,70,Suffix
Siona,Action,ayɨ,2,Suffix
Siona,Action,ehi,48,Suffix
Siona,Action,hi,67,Suffix
Siona,Action,hĩ,1,Suffix
Siona,Action,ihi,48,Suffix
Siona,Action,ĩhi,11,Suffix
Siona,Action,ohi,64,Suffix
Siona,Action,#,338,Prefix
Siona,Thing,#,181,Suffix
Siona,Thing,a,109,Suffix
Siona,Thing,apɨ,12,Suffix
Siona,Thing,i,88,Suffix
Siona,Thing,ĩ,8,Suffix
Siona,Thing,o,136,Suffix
Siona,Thing,pɨ,30,Suffix
Siona,Thing,#,564,Prefix
Sirionó,Action,#,74,Suffix
Sirionó,Action,a,76,Suffix
Sirionó,Action,ã,30,Suffix
Sirionó,Action,i,70,Suffix
Sirionó,Action,ĩ,5,Suffix
Sirionó,Action,o,39,Suffix
Sirionó,Action,#,266,Prefix
Sirionó,Action,e,28,Prefix
Sirionó,Thing,#,87,Suffix
Sirionó,Thing,a,182,Suffix
Sirionó,Thing,e,71,Suffix
Sirionó,Thing,i,92,Suffix
Sirionó,Thing,ĩ,46,Suffix
Sirionó,Thing,u,55,Suffix
Sirionó,Thing,#,229,Prefix
Sirionó,Thing,ɲi,11,Prefix
Sirionó,Thing,ɲĩ,1,Prefix
Sirionó,Thing,e,279,Prefix
Sirionó,Thing,ira,13,Prefix
Southern Kam,Action,#,208,Suffix
Southern Kam,Action,n,64,Suffix
Southern Kam,Action,#,187,Prefix
Southern Kam,Action,s,34,Prefix
Southern Kam,Action,ś,19,Prefix
Southern Kam,Action,t,32,Prefix
Southern Kam,Thing,#,483,Suffix
Southern Kam,Thing,n,139,Suffix
Southern Kam,Thing,#,312,Prefix
Southern Kam,Thing,ć,69,Prefix
Southern Kam,Thing,m,68,Prefix
Southern Kam,Thing,q,36,Prefix
Southern Kam,Thing,s,50,Prefix
Southern Kam,Thing,ś,31,Prefix
Southern Kam,Thing,t,56,Prefix
Southern Tai (Songkhla variety),Action,#,176,Suffix
Southern Tai (Songkhla variety),Action,k,34,Suffix
Southern Tai (Songkhla variety),Action,n,56,Suffix
Southern Tai (Songkhla variety),Action,t,41,Suffix
Southern Tai (Songkhla variety),Action,#,185,Prefix
Southern Tai (Songkhla variety),Action,j,23,Prefix
Southern Tai (Songkhla variety),Action,kh,41,Prefix
Southern Tai (Songkhla variety),Action,l,38,Prefix
Southern Tai (Songkhla variety),Action,ł,1,Prefix
Southern Tai (Songkhla variety),Action,th,19,Prefix
Southern Tai (Songkhla variety),Thing,#,412,Suffix
Southern Tai (Songkhla variety),Thing,m,41,Suffix
Southern Tai (Songkhla variety),Thing,n,114,Suffix
Southern Tai (Songkhla variety),Thing,t,60,Suffix
Southern Tai (Songkhla variety),Thing,#,290,Prefix
Southern Tai (Songkhla variety),Thing,kh,83,Prefix
Southern Tai (Songkhla variety),Thing,l,68,Prefix
Southern Tai (Songkhla variety),Thing,m,43,Prefix
Southern Tai (Songkhla variety),Thing,n,46,Prefix
Southern Tai (Songkhla variety),Thing,ph,50,Prefix
Southern Tai (Songkhla variety),Thing,s,47,Prefix
Spanish,Action,#,13,Suffix
Spanish,Action,ado,2,Suffix
Spanish,Action,ar,257,Suffix
Spanish,Action,arse,16,Suffix
Spanish,Action,ento,2,Suffix
Spanish,Action,er,69,Suffix
Spanish,Action,ir,53,Suffix
Spanish,Action,irse,3,Suffix
Spanish,Action,r,3,Suffix
Spanish,Action,rse,3,Suffix
Spanish,Action,#,421,Prefix
Spanish,Thing,#,106,Suffix
Spanish,Thing,a,338,Suffix
Spanish,Thing,ar,22,Suffix
Spanish,Thing,as,12,Suffix
Spanish,Thing,e,83,Suffix
Spanish,Thing,o,340,Suffix
Spanish,Thing,ón,39,Suffix
Spanish,Thing,or,19,Suffix
Spanish,Thing,#,959,Prefix
Sui,Action,#,270,Suffix
Sui,Action,n,62,Suffix
Sui,Action,#,332,Prefix
Sui,Thing,#,514,Suffix
Sui,Thing,n,142,Suffix
Sui,Thing,#,554,Prefix
Sui,Thing,h,39,Prefix
Sui,Thing,t,63,Prefix
Surin Khmer,Action,#,236,Suffix
Surin Khmer,Action,#,236,Prefix
Surin Khmer,Thing,#,499,Suffix
Surin Khmer,Thing,#,222,Prefix
Surin Khmer,Thing,k,123,Prefix
Surin Khmer,Thing,m,35,Prefix
Surin Khmer,Thing,p,65,Prefix
Surin Khmer,Thing,s,54,Prefix
Swedish,Action,#,92,Suffix
Swedish,Action,a,233,Suffix
Swedish,Action,apo,10,Suffix
Swedish,Action,as,8,Suffix
Swedish,Action,asɛj,9,Suffix
Swedish,Action,ka,68,Suffix
Swedish,Action,la,39,Suffix
Swedish,Action,na,30,Suffix
Swedish,Action,ta,58,Suffix
Swedish,Action,#,547,Prefix
Swedish,Thing,#,1087,Suffix
Swedish,Thing,#,1087,Prefix
Tabasaran (Northern dialect Khanag subdialect),Action,#,33,Suffix
Tabasaran (Northern dialect Khanag subdialect),Action,apuw,77,Suffix
Tabasaran (Northern dialect Khanag subdialect),Action,ub,28,Suffix
Tabasaran (Northern dialect Khanag subdialect),Action,uw,233,Suffix
Tabasaran (Northern dialect Khanag subdialect),Action,uz,25,Suffix
Tabasaran (Northern dialect Khanag subdialect),Action,#,396,Prefix
Tabasaran (Northern dialect Khanag subdialect),Thing,#,910,Suffix
Tabasaran (Northern dialect Khanag subdialect),Thing,#,910,Prefix
Tabasaran (Southern dialect),Action,#,38,Suffix
Tabasaran (Southern dialect),Action,apub,102,Suffix
Tabasaran (Southern dialect),Action,apuz,4,Suffix
Tabasaran (Southern dialect),Action,bxuz,2,Suffix
Tabasaran (Southern dialect),Action,ub,294,Suffix
Tabasaran (Southern dialect),Action,xuwal,2,Suffix
Tabasaran (Southern dialect),Action,#,442,Prefix
Tabasaran (Southern dialect),Thing,#,916,Suffix
Tabasaran (Southern dialect),Thing,#,916,Prefix
Tacana,Action,#,133,Suffix
Tacana,Action,a,137,Suffix
Tacana,Action,ame,8,Suffix
Tacana,Action,ati,15,Suffix
Tacana,Action,odo,7,Suffix
Tacana,Action,oro,4,Suffix
Tacana,Action,oti,4,Suffix
Tacana,Action,#,308,Prefix
Tacana,Thing,#,161,Suffix
Tacana,Thing,a,199,Suffix
Tacana,Thing,ehe,4,Suffix
Tacana,Thing,ere,5,Suffix
Tacana,Thing,i,172,Suffix
Tacana,Thing,oho,5,Suffix
Tacana,Thing,oro,6,Suffix
Tacana,Thing,oto,10,Suffix
Tacana,Thing,#,377,Prefix
Tacana,Thing,e,185,Prefix
Tai Khün,Action,#,221,Suffix
Tai Khün,Action,k,36,Suffix
Tai Khün,Action,n,55,Suffix
Tai Khün,Action,t,37,Suffix
Tai Khün,Action,#,151,Prefix
Tai Khün,Action,h,38,Prefix
Tai Khün,Action,j,25,Prefix
Tai Khün,Action,kh,35,Prefix
Tai Khün,Action,l,35,Prefix
Tai Khün,Action,s,26,Prefix
Tai Khün,Action,t,39,Prefix
Tai Khün,Thing,#,421,Suffix
Tai Khün,Thing,k,53,Suffix
Tai Khün,Thing,m,45,Suffix
Tai Khün,Thing,n,110,Suffix
Tai Khün,Thing,t,58,Suffix
Tai Khün,Thing,#,316,Prefix
Tai Khün,Thing,kh,83,Prefix
Tai Khün,Thing,l,72,Prefix
Tai Khün,Thing,m,67,Prefix
Tai Khün,Thing,ph,40,Prefix
Tai Khün,Thing,s,47,Prefix
Tai Khün,Thing,t,62,Prefix
Tai Lü,Action,#,222,Suffix
Tai Lü,Action,n,38,Suffix
Tai Lü,Action,t,31,Suffix
Tai Lü,Action,#,155,Prefix
Tai Lü,Action,l,19,Prefix
Tai Lü,Action,p,30,Prefix
Tai Lü,Action,s,23,Prefix
Tai Lü,Action,t,34,Prefix
Tai Lü,Action,x,30,Prefix
Tai Lü,Thing,#,425,Suffix
Tai Lü,Thing,k,52,Suffix
Tai Lü,Thing,n,99,Suffix
Tai Lü,Thing,#,259,Prefix
Tai Lü,Thing,h,49,Prefix
Tai Lü,Thing,k,66,Prefix
Tai Lü,Thing,l,35,Prefix
Tai Lü,Thing,m,52,Prefix
Tai Lü,Thing,s,39,Prefix
Tai Lü,Thing,x,76,Prefix
Tamil,Action,#,49,Suffix
Tamil,Action,aṟattal,3,Suffix
Tamil,Action,aittal,19,Suffix
Tamil,Action,artal,4,Suffix
Tamil,Action,atu,4,Suffix
Tamil,Action,iru,3,Suffix
Tamil,Action,ital,6,Suffix
Tamil,Action,ittal,39,Suffix
Tamil,Action,ittāl,1,Suffix
Tamil,Action,tal,5,Suffix
Tamil,Action,ttal,10,Suffix
Tamil,Action,utal,127,Suffix
Tamil,Action,uttal,24,Suffix
Tamil,Action,uvatu,4,Suffix
Tamil,Action,#,298,Prefix
Tamil,Thing,#,108,Suffix
Tamil,Thing,ṭu,28,Suffix
Tamil,Thing,aṉ,23,Suffix
Tamil,Thing,āṉ,5,Suffix
Tamil,Thing,ai,122,Suffix
Tamil,Thing,al,42,Suffix
Tamil,Thing,āl,10,Suffix
Tamil,Thing,am,131,Suffix
Tamil,Thing,i,138,Suffix
Tamil,Thing,ī,1,Suffix
Tamil,Thing,u,103,Suffix
Tamil,Thing,#,630,Prefix
Tamil,Thing,pa,40,Prefix
Tamil,Thing,pā,13,Prefix
Tamil,Thing,ta,20,Prefix
Tamil,Thing,tā,8,Prefix
Tehuelche,Action,#,184,Suffix
Tehuelche,Action,#,184,Prefix
Tehuelche,Thing,#,181,Suffix
Tehuelche,Thing,n,145,Suffix
Tehuelche,Thing,r,33,Suffix
Tehuelche,Thing,#,359,Prefix
Thai (Korat variety),Action,#,209,Suffix
Thai (Korat variety),Action,n,53,Suffix
Thai (Korat variety),Action,t,43,Suffix
Thai (Korat variety),Action,#,250,Prefix
Thai (Korat variety),Action,kh,37,Prefix
Thai (Korat variety),Action,l,18,Prefix
Thai (Korat variety),Thing,#,654,Suffix
Thai (Korat variety),Thing,#,346,Prefix
Thai (Korat variety),Thing,kh,80,Prefix
Thai (Korat variety),Thing,l,60,Prefix
Thai (Korat variety),Thing,m,41,Prefix
Thai (Korat variety),Thing,n,51,Prefix
Thai (Korat variety),Thing,ph,41,Prefix
Thai (Korat variety),Thing,th,35,Prefix
Tibetan,Action,#,374,Suffix
Tibetan,Action,#,374,Prefix
Tibetan,Thing,#,653,Suffix
Tibetan,Thing,#,653,Prefix
Tindi,Action,#,20,Suffix
Tindi,Action,ɬa,16,Suffix
Tindi,Action,āyɬa,72,Suffix
Tindi,Action,ayɬa,6,Suffix
Tindi,Action,ēɬa,37,Suffix
Tindi,Action,iɬa,195,Suffix
Tindi,Action,īɬa,34,Suffix
Tindi,Action,#,380,Prefix
Tindi,Thing,#,131,Suffix
Tindi,Thing,a,294,Suffix
Tindi,Thing,ā,7,Suffix
Tindi,Thing,al,24,Suffix
Tindi,Thing,an,43,Suffix
Tindi,Thing,ar,62,Suffix
Tindi,Thing,ār,6,Suffix
Tindi,Thing,i,185,Suffix
Tindi,Thing,in,11,Suffix
Tindi,Thing,u,99,Suffix
Tindi,Thing,#,862,Prefix
Tlingit,Action,#,390,Suffix
Tlingit,Action,#,313,Prefix
Tlingit,Action,ya,77,Prefix
Tlingit,Thing,#,674,Suffix
Tlingit,Thing,#,674,Prefix
Toba,Action,#,360,Suffix
Toba,Action,#,100,Prefix
Toba,Action,da,20,Prefix
Toba,Action,i,84,Prefix
Toba,Action,n,104,Prefix
Toba,Action,ya,52,Prefix
Toba,Thing,#,601,Suffix
Toba,Thing,aʁa,40,Suffix
Toba,Thing,o,61,Suffix
Toba,Thing,#,200,Prefix
Toba,Thing,da,11,Prefix
Toba,Thing,l,238,Prefix
Toba,Thing,la,123,Prefix
Toba,Thing,n,119,Prefix
Toba,Thing,ši,11,Prefix
Tongan,Action,a,82,Suffix
Tongan,Action,ā,5,Suffix
Tongan,Action,e,44,Suffix
Tongan,Action,ē,3,Suffix
Tongan,Action,i,147,Suffix
Tongan,Action,ī,1,Suffix
Tongan,Action,o,44,Suffix
Tongan,Action,ō,3,Suffix
Tongan,Action,u,70,Suffix
Tongan,Action,ū,1,Suffix
Tongan,Action,#,353,Prefix
Tongan,Action,faka,47,Prefix
Tongan,Thing,#,1,Suffix
Tongan,Thing,a,289,Suffix
Tongan,Thing,ā,21,Suffix
Tongan,Thing,e,117,Suffix
Tongan,Thing,ē,5,Suffix
Tongan,Thing,i,209,Suffix
Tongan,Thing,o,89,Suffix
Tongan,Thing,ō,4,Suffix
Tongan,Thing,u,148,Suffix
Tongan,Thing,ū,4,Suffix
Tongan,Thing,#,887,Prefix
Trinitario,Action,#,8,Suffix
Trinitario,Action,čo,14,Suffix
Trinitario,Action,ko,51,Suffix
Trinitario,Action,o,21,Suffix
Trinitario,Action,ohi,2,Suffix
Trinitario,Action,#,26,Prefix
Trinitario,Action,e,40,Prefix
Trinitario,Action,i,30,Prefix
Trinitario,Thing,#,70,Suffix
Trinitario,Thing,e,42,Suffix
Trinitario,Thing,era,7,Suffix
Trinitario,Thing,i,111,Suffix
Trinitario,Thing,o,77,Suffix
Trinitario,Thing,re,26,Suffix
Trinitario,Thing,#,333,Prefix
Trumai,Action,#,161,Suffix
Trumai,Action,#,161,Prefix
Trumai,Thing,#,311,Suffix
Trumai,Thing,#,311,Prefix
Tsakhur,Action,#,43,Suffix
Tsakhur,Action,aʔa,5,Suffix
Tsakhur,Action,aʔas,80,Suffix
Tsakhur,Action,as,102,Suffix
Tsakhur,Action,es,73,Suffix
Tsakhur,Action,uy,13,Suffix
Tsakhur,Action,y,14,Suffix
Tsakhur,Action,#,330,Prefix
Tsakhur,Thing,#,810,Suffix
Tsakhur,Thing,#,810,Prefix
Tsez (Mokok dialect),Action,#,19,Suffix
Tsez (Mokok dialect),Action,a,342,Suffix
Tsez (Mokok dialect),Action,#,361,Prefix
Tsez (Mokok dialect),Thing,#,364,Suffix
Tsez (Mokok dialect),Thing,a,100,Suffix
Tsez (Mokok dialect),Thing,i,215,Suffix
Tsez (Mokok dialect),Thing,u,146,Suffix
Tsez (Mokok dialect),Thing,#,825,Prefix
Tsez (Sagada dialect),Action,#,20,Suffix
Tsez (Sagada dialect),Action,a,327,Suffix
Tsez (Sagada dialect),Action,#,347,Prefix
Tsez (Sagada dialect),Thing,#,362,Suffix
Tsez (Sagada dialect),Thing,a,120,Suffix
Tsez (Sagada dialect),Thing,i,179,Suffix
Tsez (Sagada dialect),Thing,u,144,Suffix
Tsez (Sagada dialect),Thing,#,805,Prefix
Tsimshian,Action,#,222,Suffix
Tsimshian,Action,#,222,Prefix
Tsimshian,Thing,#,414,Suffix
Tsimshian,Thing,#,414,Prefix
Tsova-Tush,Action,#,19,Suffix
Tsova-Tush,Action,a,355,Suffix
Tsova-Tush,Action,ā,4,Suffix
Tsova-Tush,Action,ar,21,Suffix
Tsova-Tush,Action,#,399,Prefix
Tsova-Tush,Thing,#,869,Suffix
Tsova-Tush,Thing,#,869,Prefix
Tuamotuan,Action,a,97,Suffix
Tuamotuan,Action,ā,9,Suffix
Tuamotuan,Action,e,69,Suffix
Tuamotuan,Action,ē,6,Suffix
Tuamotuan,Action,i,103,Suffix
Tuamotuan,Action,ī,1,Suffix
Tuamotuan,Action,o,56,Suffix
Tuamotuan,Action,ō,3,Suffix
Tuamotuan,Action,u,67,Suffix
Tuamotuan,Action,ū,1,Suffix
Tuamotuan,Action,#,249,Prefix
Tuamotuan,Action,fa,32,Prefix
Tuamotuan,Action,fā,4,Prefix
Tuamotuan,Action,haka,17,Prefix
Tuamotuan,Action,hāka,2,Prefix
Tuamotuan,Action,he,14,Prefix
Tuamotuan,Action,hi,22,Prefix
Tuamotuan,Action,hī,1,Prefix
Tuamotuan,Action,ho,29,Prefix
Tuamotuan,Action,hō,4,Prefix
Tuamotuan,Action,ka,28,Prefix
Tuamotuan,Action,kā,10,Prefix
Tuamotuan,Thing,#,1,Suffix
Tuamotuan,Thing,a,209,Suffix
Tuamotuan,Thing,ā,9,Suffix
Tuamotuan,Thing,e,102,Suffix
Tuamotuan,Thing,ē,2,Suffix
Tuamotuan,Thing,i,117,Suffix
Tuamotuan,Thing,ī,4,Suffix
Tuamotuan,Thing,o,72,Suffix
Tuamotuan,Thing,ō,1,Suffix
Tuamotuan,Thing,u,102,Suffix
Tuamotuan,Thing,ū,10,Suffix
Tuamotuan,Thing,#,344,Prefix
Tuamotuan,Thing,a,60,Prefix
Tuamotuan,Thing,ā,3,Prefix
Tuamotuan,Thing,ha,24,Prefix
Tuamotuan,Thing,hā,10,Prefix
Tuamotuan,Thing,hu,35,Prefix
Tuamotuan,Thing,hū,2,Prefix
Tuamotuan,Thing,kā,18,Prefix
Tuamotuan,Thing,ka,76,Prefix
Tuamotuan,Thing,kō,29,Prefix
Tuamotuan,Thing,ko,28,Prefix
Tum,Action,#,208,Suffix
Tum,Action,n,21,Suffix
Tum,Action,ń,17,Suffix
Tum,Action,#,208,Prefix
Tum,Action,t,38,Prefix
Tum,Thing,#,425,Suffix
Tum,Thing,l,30,Suffix
Tum,Thing,n,29,Suffix
Tum,Thing,ń,17,Suffix
Tum,Thing,#,111,Prefix
Tum,Thing,ʔ,33,Prefix
Tum,Thing,b,28,Prefix
Tum,Thing,c,32,Prefix
Tum,Thing,k,116,Prefix
Tum,Thing,m,46,Prefix
Tum,Thing,p,63,Prefix
Tum,Thing,s,36,Prefix
Tum,Thing,t,36,Prefix
Tuyuca,Action,#,212,Suffix
Tuyuca,Action,a,61,Suffix
Tuyuca,Action,#,273,Prefix
Tuyuca,Thing,#,400,Suffix
Tuyuca,Thing,a,100,Suffix
Tuyuca,Thing,ã,53,Suffix
Tuyuca,Thing,#,553,Prefix
Udi,Action,#,12,Suffix
Udi,Action,bes,3,Suffix
Udi,Action,besun,21,Suffix
Udi,Action,bsun,30,Suffix
Udi,Action,pesun,24,Suffix
Udi,Action,psun,57,Suffix
Udi,Action,stun,29,Suffix
Udi,Action,sun,120,Suffix
Udi,Action,un,1,Suffix
Udi,Action,#,297,Prefix
Udi,Thing,#,747,Suffix
Udi,Thing,#,747,Prefix
Udmurt,Action,#,14,Suffix
Udmurt,Action,ɩnɩ,138,Suffix
Udmurt,Action,anɩ,56,Suffix
Udmurt,Action,askɩnɩ,16,Suffix
Udmurt,Action,aton,2,Suffix
Udmurt,Action,em,2,Suffix
Udmurt,Action,tɩnɩ,105,Suffix
Udmurt,Action,tskon,2,Suffix
Udmurt,Action,ulon,1,Suffix
Udmurt,Action,yanɩ,20,Suffix
Udmurt,Action,#,356,Prefix
Udmurt,Thing,#,746,Suffix
Udmurt,Thing,#,746,Prefix
Uncunwee,Action,#,45,Suffix
Uncunwee,Action,i,83,Suffix
Uncunwee,Action,í,157,Suffix
Uncunwee,Action,#,285,Prefix
Uncunwee,Thing,#,576,Suffix
Uncunwee,Thing,#,576,Prefix
Upper Chehalis,Action,#,63,Suffix
Upper Chehalis,Action,#,63,Prefix
Upper Chehalis,Thing,#,228,Suffix
Upper Chehalis,Thing,#,228,Prefix
Vietnamese,Action,#,141,Suffix
Vietnamese,Action,n,31,Suffix
Vietnamese,Action,ng,23,Suffix
Vietnamese,Action,#,160,Prefix
Vietnamese,Action,d,35,Prefix
Vietnamese,Thing,#,323,Suffix
Vietnamese,Thing,n,43,Suffix
Vietnamese,Thing,#,298,Prefix
Vietnamese,Thing,b,33,Prefix
Vietnamese,Thing,d,35,Prefix
Wa,Action,#,290,Suffix
Wa,Action,#,290,Prefix
Wa,Thing,#,649,Suffix
Wa,Thing,#,649,Prefix
Wai Wai,Action,#,80,Suffix
Wai Wai,Action,ka,14,Suffix
Wai Wai,Action,kakɨ,12,Suffix
Wai Wai,Action,kesɨ,7,Suffix
Wai Wai,Action,ko,66,Suffix
Wai Wai,Action,makɨ,14,Suffix
Wai Wai,Action,ra,40,Suffix
Wai Wai,Action,#,146,Prefix
Wai Wai,Action,a,41,Prefix
Wai Wai,Action,e,46,Prefix
Wai Wai,Thing,#,325,Suffix
Wai Wai,Thing,a,89,Suffix
Wai Wai,Thing,an,11,Suffix
Wai Wai,Thing,o,99,Suffix
Wai Wai,Thing,toφo,16,Suffix
Wai Wai,Thing,#,540,Prefix
Waorani,Action,#,211,Suffix
Waorani,Action,#,211,Prefix
Waorani,Thing,#,598,Suffix
Waorani,Thing,#,598,Prefix
Wapishana,Action,#,7,Suffix
Wapishana,Action,ʔatin,1,Suffix
Wapishana,Action,adan,22,Suffix
Wapishana,Action,akun,3,Suffix
Wapishana,Action,an,208,Suffix
Wapishana,Action,anẓii,2,Suffix
Wapishana,Action,atan,27,Suffix
Wapishana,Action,ian,17,Suffix
Wapishana,Action,ĩan,11,Suffix
Wapishana,Action,n,4,Suffix
Wapishana,Action,uʔatin,2,Suffix
Wapishana,Action,#,304,Prefix
Wapishana,Thing,#,86,Suffix
Wapishana,Thing,a,85,Suffix
Wapishana,Thing,an,52,Suffix
Wapishana,Thing,i,156,Suffix
Wapishana,Thing,in,8,Suffix
Wapishana,Thing,u,90,Suffix
Wapishana,Thing,#,411,Prefix
