Form,transcription,englishName,language,englishPOS,languageFamily,alt_transcription,alt_form,concepticonID,phon,method,ontologicalCategory,include
pietuch,StandardOrth,"cock, rooster",Polish,noun,Indo-European,NA,NA,NA,pjɛtux,NA,Thing,FALSE
muł,StandardOrth,mule,Polish,noun,Indo-European,NA,NA,NA,muw,NA,Thing,FALSE
drób,StandardOrth,fowl,Polish,noun,Indo-European,NA,NA,NA,drub,NA,Thing,FALSE
osioł,StandardOrth,"ass, donkey",Polish,noun,Indo-European,NA,NA,NA,ɔɕɔw,NA,Thing,FALSE
źrebię,StandardOrth,"foal, colt",Polish,noun,Indo-European,NA,NA,NA,ʑrɛbjɛ,NA,Thing,FALSE
klacz,StandardOrth,mare,Polish,noun,Indo-European,NA,NA,NA,klatʂ,NA,Thing,FALSE
kobyła,StandardOrth,mare,Polish,noun,Indo-European,NA,NA,NA,kɔbɨwa,NA,Thing,FALSE
ogier,StandardOrth,stallion,Polish,noun,Indo-European,NA,NA,NA,ɔɡɛr,NA,Thing,FALSE
drygant,StandardOrth,stallion,Polish,noun,Indo-European,NA,NA,NA,drɨɡant,NA,Thing,FALSE
stadnik,StandardOrth,stallion,Polish,noun,Indo-European,NA,NA,NA,stadɲik,NA,Thing,FALSE
koń,StandardOrth,horse (equine),Polish,noun,Indo-European,NA,NA,NA,kɔɲ,NA,Thing,FALSE
koźlę,StandardOrth,kid,Polish,noun,Indo-European,NA,NA,NA,kɔʑlɛ,NA,Thing,FALSE
kozioł,StandardOrth,he-goat,Polish,noun,Indo-European,NA,NA,NA,kɔʑɔw,NA,Thing,FALSE
koza,StandardOrth,goat,Polish,noun,Indo-European,NA,NA,NA,kɔza,NA,Thing,FALSE
prosię,StandardOrth,pig,Polish,noun,Indo-European,NA,NA,NA,prɔɕɛ,NA,Thing,FALSE
prosiak,StandardOrth,pig,Polish,noun,Indo-European,NA,NA,NA,prɔɕak,NA,Thing,FALSE
świnia,StandardOrth,sow (2),Polish,noun,Indo-European,NA,NA,NA,ɕviɲa,NA,Thing,FALSE
kiernoz,StandardOrth,boar,Polish,noun,Indo-European,NA,NA,NA,kɛrnɔz,NA,Thing,FALSE
jagnię,StandardOrth,lamb,Polish,noun,Indo-European,NA,NA,NA,jaɡɲɛ,NA,Thing,FALSE
baranek,StandardOrth,lamb,Polish,noun,Indo-European,NA,NA,NA,baranɛk,NA,Thing,FALSE
owca,StandardOrth,ewe,Polish,noun,Indo-European,NA,NA,NA,ɔvtsa,NA,Thing,FALSE
baran,StandardOrth,ram,Polish,noun,Indo-European,NA,NA,NA,baran,NA,Thing,FALSE
cielę,StandardOrth,calf,Polish,noun,Indo-European,NA,NA,NA,tɕɛlɛ,NA,Thing,FALSE
krowa,StandardOrth,cow,Polish,noun,Indo-European,NA,NA,NA,krɔva,NA,Thing,TRUE
wół,StandardOrth,ox,Polish,noun,Indo-European,NA,NA,NA,vuw,NA,Thing,FALSE
byk,StandardOrth,bull,Polish,noun,Indo-European,NA,NA,NA,bɨk,NA,Thing,FALSE
bydło,StandardOrth,cattle (bovine),Polish,noun,Indo-European,NA,NA,NA,bɨdwɔ,NA,Thing,FALSE
stajnia,StandardOrth,"stable, stall",Polish,noun,Indo-European,NA,NA,NA,stajɲa,NA,Thing,FALSE
chlew,StandardOrth,"stable, stall",Polish,noun,Indo-European,NA,NA,NA,xlɛv,NA,Thing,FALSE
obora,StandardOrth,"stable, stall",Polish,noun,Indo-European,NA,NA,NA,ɔbɔra,NA,Thing,FALSE
pastuch,StandardOrth,herdsman,Polish,noun,Indo-European,NA,NA,NA,pastux,NA,Thing,FALSE
pasterz,StandardOrth,herdsman,Polish,noun,Indo-European,NA,NA,NA,pastɛʐ,NA,Thing,FALSE
pastwisko,StandardOrth,pasture,Polish,noun,Indo-European,NA,NA,NA,pastviskɔ,NA,Thing,FALSE
paść,StandardOrth,pasture,Polish,noun,Indo-European,NA,NA,NA,paɕtɕ,NA,Thing,FALSE
zwierzę,StandardOrth,animal,Polish,noun,Indo-European,NA,NA,NA,zvjɛʐɛ,NA,Thing,FALSE
rodzina,StandardOrth,family,Polish,noun,Indo-European,NA,NA,NA,rɔdʑina,NA,Thing,FALSE
krewni,StandardOrth,"relatives, kinsmen",Polish,noun,Indo-European,NA,NA,NA,krɛvɲi,NA,Thing,FALSE
wdowiec,StandardOrth,widower,Polish,noun,Indo-European,NA,NA,NA,vdɔvjɛts,NA,Thing,FALSE
wdowa,StandardOrth,widow,Polish,noun,Indo-European,NA,NA,NA,vdɔva,NA,Thing,FALSE
sierota,StandardOrth,orphan,Polish,noun,Indo-European,NA,NA,NA,ɕɛrɔta,NA,Thing,FALSE
pasierbica,StandardOrth,stepdaughter,Polish,noun,Indo-European,NA,NA,NA,paɕɛrbitsa,NA,Thing,FALSE
pasierb,StandardOrth,stepson,Polish,noun,Indo-European,NA,NA,NA,paɕɛrb,NA,Thing,FALSE
macocha,StandardOrth,stepmother,Polish,noun,Indo-European,NA,NA,NA,matsɔxa,NA,Thing,FALSE
ojczym,StandardOrth,stepfather,Polish,noun,Indo-European,NA,NA,NA,ɔjtʂɨm,NA,Thing,FALSE
potomkowie,StandardOrth,descendants,Polish,noun,Indo-European,NA,NA,NA,pɔtɔmkɔvjɛ,NA,Thing,FALSE
przodkowie,StandardOrth,ancestors,Polish,noun,Indo-European,NA,NA,NA,pʐɔdkɔvjɛ,NA,Thing,FALSE
kuzyn,StandardOrth,cousin,Polish,noun,Indo-European,NA,NA,NA,kuzɨn,NA,Thing,FALSE
kuzynka,StandardOrth,cousin,Polish,noun,Indo-European,NA,NA,NA,kuzɨnka,NA,Thing,FALSE
synowica,StandardOrth,niece,Polish,noun,Indo-European,NA,NA,NA,sɨnɔvitsa,NA,Thing,FALSE
siostrzenica,StandardOrth,niece,Polish,noun,Indo-European,NA,NA,NA,ɕɔstʐɛɲitsa,NA,Thing,FALSE
synowiec,StandardOrth,nephew,Polish,noun,Indo-European,NA,NA,NA,sɨnɔvjɛts,NA,Thing,FALSE
bratanek,StandardOrth,nephew,Polish,noun,Indo-European,NA,NA,NA,bratanɛk,NA,Thing,FALSE
ciotka,StandardOrth,father's sister,Polish,NA,Indo-European,NA,NA,NA,tɕɔtka,NA,Thing,FALSE
ciocia,StandardOrth,father's sister,Polish,NA,Indo-European,NA,NA,NA,tɕɔtɕa,NA,Thing,FALSE
stryj,StandardOrth,father's brother,Polish,NA,Indo-European,NA,NA,NA,strɨj,NA,Thing,FALSE
wuj,StandardOrth,mother's brother,Polish,NA,Indo-European,NA,NA,NA,vuj,NA,Thing,FALSE
wujek,StandardOrth,mother's brother,Polish,NA,Indo-European,NA,NA,NA,vujɛk,NA,Thing,FALSE
wnuk,StandardOrth,grandson,Polish,noun,Indo-European,NA,NA,NA,vnuk,NA,Thing,FALSE
wnuczę,StandardOrth,grandson,Polish,noun,Indo-European,NA,NA,NA,vnutʂɛ,NA,Thing,FALSE
wnuczek,StandardOrth,grandson,Polish,noun,Indo-European,NA,NA,NA,vnutʂɛk,NA,Thing,FALSE
wnuczka,StandardOrth,granddaughter,Polish,noun,Indo-European,NA,NA,NA,vnutʂka,NA,Thing,FALSE
wnusia,StandardOrth,granddaughter,Polish,noun,Indo-European,NA,NA,NA,vnuɕa,NA,Thing,FALSE
staruszka,StandardOrth,old woman,Polish,noun,Indo-European,NA,NA,NA,staruʂka,NA,Thing,FALSE
babka,StandardOrth,grandmother,Polish,noun,Indo-European,NA,NA,NA,babka,NA,Thing,FALSE
babcia,StandardOrth,grandmother,Polish,noun,Indo-European,NA,NA,NA,babtɕa,NA,Thing,FALSE
babunia,StandardOrth,grandmother,Polish,noun,Indo-European,NA,NA,NA,babuɲa,NA,Thing,FALSE
dziadek,StandardOrth,grandfather,Polish,noun,Indo-European,NA,NA,NA,dʑadɛk,NA,Thing,FALSE
dziadzio,StandardOrth,grandfather,Polish,noun,Indo-European,NA,NA,NA,dʑadʑɔ,NA,Thing,FALSE
dziadunio,StandardOrth,grandfather,Polish,noun,Indo-European,NA,NA,NA,dʑaduɲɔ,NA,Thing,FALSE
bliźnięta,StandardOrth,twins,Polish,noun,Indo-European,NA,NA,NA,bliʑɲɛnta,NA,Thing,FALSE
rodzeństwo,StandardOrth,sibling,Polish,noun,Indo-European,NA,NA,NA,rɔdzɛɲstvɔ,NA,Thing,FALSE
siostra,StandardOrth,sister,Polish,noun,Indo-European,NA,NA,NA,ɕɔstra,NA,Thing,FALSE
brat,StandardOrth,brother,Polish,noun,Indo-European,NA,NA,NA,brat,NA,Thing,FALSE
potomstwo,StandardOrth,offspring (son or daughter),Polish,noun,Indo-European,NA,NA,NA,pɔtɔmstvɔ,NA,Thing,FALSE
córka,StandardOrth,daughter,Polish,noun,Indo-European,NA,NA,NA,tsurka,NA,Thing,FALSE
syn,StandardOrth,son,Polish,noun,Indo-European,NA,NA,NA,sɨn,NA,Thing,FALSE
mężatka,StandardOrth,married woman,Polish,noun,Indo-European,NA,NA,NA,mɛʐatka,NA,Thing,FALSE
żonkoś,StandardOrth,married man,Polish,noun,Indo-European,NA,NA,NA,ʐɔnkɔɕ,NA,Thing,FALSE
rodzice,StandardOrth,parents,Polish,noun,Indo-European,NA,NA,NA,rɔdʑitsɛ,NA,Thing,FALSE
rodziciele,StandardOrth,parents,Polish,noun,Indo-European,NA,NA,NA,rɔdʑitɕɛlɛ,NA,Thing,FALSE
ojciec,StandardOrth,father,Polish,noun,Indo-European,NA,NA,NA,ɔjtɕɛts,NA,Thing,FALSE
rozwód,StandardOrth,divorce,Polish,noun,Indo-European,NA,NA,NA,rɔzvud,NA,Thing,FALSE
małżeństwo,StandardOrth,"marriage, wedding",Polish,noun,Indo-European,NA,NA,NA,mawʐɛɲstvɔ,NA,Thing,FALSE
ślub,StandardOrth,"marriage, wedding",Polish,noun,Indo-European,NA,NA,NA,ɕlub,NA,Thing,FALSE
wesele,StandardOrth,"marriage, wedding",Polish,noun,Indo-European,NA,NA,NA,vɛsɛlɛ,NA,Thing,FALSE
żona,StandardOrth,wife,Polish,noun,Indo-European,NA,NA,NA,ʐɔna,NA,Thing,FALSE
małżonka,StandardOrth,wife,Polish,noun,Indo-European,NA,NA,NA,mawʐɔnka,NA,Thing,FALSE
mąż,StandardOrth,husband,Polish,noun,Indo-European,NA,NA,NA,mɔʐ,NA,Thing,FALSE
małżonek,StandardOrth,husband,Polish,noun,Indo-European,NA,NA,NA,mawʐɔnɛk,NA,Thing,FALSE
dzieciątko,StandardOrth,"infant, baby",Polish,noun,Indo-European,NA,NA,NA,dʑɛtɕɔntkɔ,NA,Thing,FALSE
niemowlę,StandardOrth,"infant, baby",Polish,noun,Indo-European,NA,NA,NA,ɲɛmɔvlɛ,NA,Thing,FALSE
dziecko,StandardOrth,child,Polish,noun,Indo-European,NA,NA,NA,dʑɛtskɔ,NA,Thing,FALSE
dziecię,StandardOrth,child,Polish,noun,Indo-European,NA,NA,NA,dʑɛtɕɛ,NA,Thing,FALSE
panna,StandardOrth,young woman (adolescent),Polish,noun,Indo-European,NA,NA,NA,panna,NA,Thing,FALSE
panienka,StandardOrth,young woman (adolescent),Polish,noun,Indo-European,NA,NA,NA,paɲɛnka,NA,Thing,FALSE
dziewczyna,StandardOrth,girl,Polish,noun,Indo-European,NA,NA,NA,dʑɛvtʂɨna,NA,Thing,FALSE
dziewczynka,StandardOrth,girl,Polish,noun,Indo-European,NA,NA,NA,dʑɛvtʂɨnka,NA,Thing,FALSE
młodzieniec,StandardOrth,young man (adolescent),Polish,noun,Indo-European,NA,NA,NA,mwɔdʑɛɲɛts,NA,Thing,FALSE
młodzian,StandardOrth,young man (adolescent),Polish,noun,Indo-European,NA,NA,NA,mwɔdʑan,NA,Thing,FALSE
chłopiec,StandardOrth,boy,Polish,noun,Indo-European,NA,NA,NA,xwɔpjɛts,NA,Thing,FALSE
chłopak,StandardOrth,boy,Polish,noun,Indo-European,NA,NA,NA,xwɔpak,NA,Thing,FALSE
chłopię,StandardOrth,boy,Polish,noun,Indo-European,NA,NA,NA,xwɔpjɛ,NA,Thing,FALSE
kobieta,StandardOrth,woman,Polish,noun,Indo-European,NA,NA,NA,kɔbjɛta,NA,Thing,FALSE
mężczyzna,StandardOrth,man (vs. woman),Polish,noun,Indo-European,NA,NA,NA,mɛʐtʂɨzna,NA,Thing,FALSE
człowiek,StandardOrth,"person, human being",Polish,noun,Indo-European,NA,NA,NA,tʂwɔvjɛk,NA,Thing,FALSE
osoba,StandardOrth,"person, human being",Polish,noun,Indo-European,NA,NA,NA,ɔsɔba,NA,Thing,FALSE
zapałka,StandardOrth,match (noun),Polish,noun,Indo-European,NA,NA,NA,zapawka,NA,Thing,FALSE
węgle,StandardOrth,embers,Polish,noun,Indo-European,NA,NA,NA,vɛŋɡlɛ,NA,Thing,FALSE
żar,StandardOrth,embers,Polish,noun,Indo-European,NA,NA,NA,ʐar,NA,Thing,FALSE
popiół,StandardOrth,ashes,Polish,noun,Indo-European,NA,NA,NA,pɔpjuw,NA,Thing,FALSE
dym,StandardOrth,smoke (noun),Polish,noun,Indo-European,NA,NA,NA,dɨm,NA,Thing,FALSE
płomień,StandardOrth,flame (noun),Polish,noun,Indo-European,NA,NA,NA,pwɔmjɛɲ,NA,Thing,FALSE
ogień,StandardOrth,fire,Polish,noun,Indo-European,NA,NA,NA,ɔɡɛɲ,NA,Thing,FALSE
czas,StandardOrth,weather,Polish,noun,Indo-European,NA,NA,NA,tʂas,NA,Thing,FALSE
pogoda,StandardOrth,weather,Polish,noun,Indo-European,NA,NA,NA,pɔɡɔda,NA,Thing,FALSE
lód,StandardOrth,ice,Polish,noun,Indo-European,NA,NA,NA,lud,NA,Thing,FALSE
śnieg,StandardOrth,snow (noun),Polish,noun,Indo-European,NA,NA,NA,ɕɲɛɡ,NA,Thing,FALSE
deszcz,StandardOrth,rain (noun),Polish,noun,Indo-European,NA,NA,NA,dɛʂtʂ,NA,Thing,FALSE
ulewa,StandardOrth,rain (noun),Polish,noun,Indo-European,NA,NA,NA,ulɛva,NA,Thing,FALSE
mgła,StandardOrth,fog,Polish,noun,Indo-European,NA,NA,NA,mɡwa,NA,Thing,FALSE
wiatr,StandardOrth,wind,Polish,noun,Indo-European,NA,NA,NA,vjatr,NA,Thing,FALSE
chmura,StandardOrth,cloud,Polish,noun,Indo-European,NA,NA,NA,xmura,NA,Thing,TRUE
obłok,StandardOrth,cloud,Polish,noun,Indo-European,NA,NA,NA,ɔbwɔk,NA,Thing,FALSE
powietrze,StandardOrth,air,Polish,noun,Indo-European,NA,NA,NA,pɔvjɛtʐɛ,NA,Thing,FALSE
rosa,StandardOrth,dew,Polish,noun,Indo-European,NA,NA,NA,rɔsa,NA,Thing,FALSE
cień,StandardOrth,"shade, shadow",Polish,noun,Indo-European,NA,NA,NA,tɕɛɲ,NA,Thing,FALSE
odcień,StandardOrth,"shade, shadow",Polish,noun,Indo-European,NA,NA,NA,ɔdtɕɛɲ,NA,Thing,FALSE
zasłona,StandardOrth,"shade, shadow",Polish,noun,Indo-European,NA,NA,NA,zaswɔna,NA,Thing,FALSE
ciemność,StandardOrth,darkness,Polish,noun,Indo-European,NA,NA,NA,tɕɛmnɔɕtɕ,NA,Thing,FALSE
ciemnia,StandardOrth,darkness,Polish,noun,Indo-European,NA,NA,NA,tɕɛmɲa,NA,Thing,FALSE
światło,StandardOrth,light (noun),Polish,noun,Indo-European,NA,NA,NA,ɕvjatwɔ,NA,Thing,FALSE
tęcza,StandardOrth,rainbow,Polish,noun,Indo-European,NA,NA,NA,tɛntʂa,NA,Thing,FALSE
burza,StandardOrth,storm,Polish,noun,Indo-European,NA,NA,NA,buʐa,NA,Thing,FALSE
sztorm,StandardOrth,storm,Polish,noun,Indo-European,NA,NA,NA,ʂtɔrm,NA,Thing,FALSE
grzmot,StandardOrth,thunder,Polish,noun,Indo-European,NA,NA,NA,ɡʐmɔt,NA,Thing,FALSE
grom,StandardOrth,thunder,Polish,noun,Indo-European,NA,NA,NA,ɡrɔm,NA,Thing,FALSE
piorun,StandardOrth,thunder,Polish,noun,Indo-European,NA,NA,NA,pjɔrun,NA,Thing,FALSE
błyskawica,StandardOrth,lightning,Polish,noun,Indo-European,NA,NA,NA,bwɨskavitsa,NA,Thing,FALSE
gwiazda,StandardOrth,star,Polish,noun,Indo-European,NA,NA,NA,ɡvjazda,NA,Thing,FALSE
księżyc,StandardOrth,moon,Polish,noun,Indo-European,NA,NA,NA,kɕɛʐɨts,NA,Thing,FALSE
słońce,StandardOrth,sun,Polish,noun,Indo-European,NA,NA,NA,swɔɲtsɛ,NA,Thing,FALSE
niebo,StandardOrth,sky,Polish,noun,Indo-European,NA,NA,NA,ɲɛbɔ,NA,Thing,FALSE
nieboskłon,StandardOrth,sky,Polish,noun,Indo-European,NA,NA,NA,ɲɛbɔskwɔn,NA,Thing,FALSE
firmament,StandardOrth,sky,Polish,noun,Indo-European,NA,NA,NA,firmamɛnt,NA,Thing,FALSE
drewno,StandardOrth,wood,Polish,noun,Indo-European,NA,NA,NA,drɛvnɔ,NA,Thing,FALSE
las,StandardOrth,"woods, forest",Polish,noun,Indo-European,NA,NA,NA,las,NA,Thing,FALSE
bór,StandardOrth,"woods, forest",Polish,noun,Indo-European,NA,NA,NA,bur,NA,Thing,FALSE
puszcza,StandardOrth,"woods, forest",Polish,noun,Indo-European,NA,NA,NA,puʂtʂa,NA,Thing,FALSE
knieja,StandardOrth,"woods, forest",Polish,noun,Indo-European,NA,NA,NA,kɲɛja,NA,Thing,FALSE
wodospad,StandardOrth,waterfall,Polish,noun,Indo-European,NA,NA,NA,vɔdɔspad,NA,Thing,FALSE
bagno,StandardOrth,swamp,Polish,noun,Indo-European,NA,NA,NA,baɡnɔ,NA,Thing,FALSE
moczary,StandardOrth,swamp,Polish,noun,Indo-European,NA,NA,NA,mɔtʂarɨ,NA,Thing,FALSE
wir,StandardOrth,whirlpool,Polish,noun,Indo-European,NA,NA,NA,vir,NA,Thing,FALSE
rzeka,StandardOrth,"river, stream, brook",Polish,noun,Indo-European,NA,NA,NA,ʐɛka,NA,Thing,FALSE
potok,StandardOrth,"river, stream, brook",Polish,noun,Indo-European,NA,NA,NA,pɔtɔk,NA,Thing,FALSE
strumyk,StandardOrth,"river, stream, brook",Polish,noun,Indo-European,NA,NA,NA,strumɨk,NA,Thing,FALSE
ruczaj,StandardOrth,"river, stream, brook",Polish,noun,Indo-European,NA,NA,NA,rutʂaj,NA,Thing,FALSE
przypływ,StandardOrth,hightide,Polish,noun,Indo-European,NA,NA,NA,pʐɨpwɨv,NA,Thing,FALSE
odpływ,StandardOrth,lowtide,Polish,noun,Indo-European,NA,NA,NA,ɔdpwɨv,NA,Thing,FALSE
fala,StandardOrth,wave,Polish,noun,Indo-European,NA,NA,NA,fala,NA,Thing,FALSE
wał,StandardOrth,wave,Polish,noun,Indo-European,NA,NA,NA,vaw,NA,Thing,FALSE
przylądek,StandardOrth,"headland, point",Polish,noun,Indo-European,NA,NA,NA,pʐɨlɔndɛk,NA,Thing,FALSE
rafa,StandardOrth,reef,Polish,noun,Indo-European,NA,NA,NA,rafa,NA,Thing,FALSE
laguna,StandardOrth,lagoon,Polish,noun,Indo-European,NA,NA,NA,laɡuna,NA,Thing,FALSE
zatoka,StandardOrth,"gulf, bay",Polish,noun,Indo-European,NA,NA,NA,zatɔka,NA,Thing,FALSE
jezioro,StandardOrth,lake,Polish,noun,Indo-European,NA,NA,NA,jɛʑɔrɔ,NA,Thing,FALSE
ocean,StandardOrth,ocean,Polish,noun,Indo-European,NA,NA,NA,ɔtsɛan,NA,Thing,FALSE
piana,StandardOrth,foam,Polish,noun,Indo-European,NA,NA,NA,pjana,NA,Thing,FALSE
morze,StandardOrth,sea,Polish,noun,Indo-European,NA,NA,NA,mɔʐɛ,NA,Thing,FALSE
woda,StandardOrth,water,Polish,noun,Indo-European,NA,NA,NA,vɔda,NA,Thing,FALSE
jaskinia,StandardOrth,cave,Polish,noun,Indo-European,NA,NA,NA,jaskiɲa,NA,Thing,FALSE
grota,StandardOrth,cave,Polish,noun,Indo-European,NA,NA,NA,ɡrɔta,NA,Thing,FALSE
wybrzeże,StandardOrth,shore,Polish,noun,Indo-European,NA,NA,NA,vɨbʐɛʐɛ,NA,Thing,FALSE
wyspa,StandardOrth,island,Polish,noun,Indo-European,NA,NA,NA,vɨspa,NA,Thing,FALSE
dolina,StandardOrth,valley,Polish,noun,Indo-European,NA,NA,NA,dɔlina,NA,Thing,FALSE
padół,StandardOrth,valley,Polish,noun,Indo-European,NA,NA,NA,paduw,NA,Thing,FALSE
równina,StandardOrth,"plain, field",Polish,noun,Indo-European,NA,NA,NA,ruvɲina,NA,Thing,FALSE
płaszczyzna,StandardOrth,"plain, field",Polish,noun,Indo-European,NA,NA,NA,pwaʂtʂɨzna,NA,Thing,FALSE
urwisko,StandardOrth,"cliff, precipice",Polish,noun,Indo-European,NA,NA,NA,urviskɔ,NA,Thing,FALSE
błoto,StandardOrth,mud,Polish,noun,Indo-European,NA,NA,NA,bwɔtɔ,NA,Thing,FALSE
piasek,StandardOrth,sand,Polish,noun,Indo-European,NA,NA,NA,pjasɛk,NA,Thing,FALSE
proch,StandardOrth,dust,Polish,noun,Indo-European,NA,NA,NA,prɔx,NA,Thing,FALSE
kurz,StandardOrth,dust,Polish,noun,Indo-European,NA,NA,NA,kuʐ,NA,Thing,FALSE
ziemia,StandardOrth,"earth=ground, soil",Polish,noun,Indo-European,NA,NA,NA,ʑɛmja,NA,Thing,FALSE
teren,StandardOrth,"earth=ground, soil",Polish,noun,Indo-European,NA,NA,NA,tɛrɛn,NA,Thing,FALSE
gleba,StandardOrth,"earth=ground, soil",Polish,noun,Indo-European,NA,NA,NA,ɡlɛba,NA,Thing,FALSE
ląd,StandardOrth,"earth, land",Polish,noun,Indo-European,NA,NA,NA,lɔnd,NA,Thing,FALSE
świat,StandardOrth,world,Polish,NA,Indo-European,NA,NA,NA,ɕvjat,NA,Thing,FALSE
dzień,StandardOrth,day,Polish,noun,Indo-European,NA,NA,NA,dʑɛɲ,NA,Thing,FALSE
noc,StandardOrth,night,Polish,noun,Indo-European,NA,NA,NA,nɔts,NA,Thing,FALSE
świt,StandardOrth,dawn,Polish,noun,Indo-European,NA,NA,NA,ɕvit,NA,Thing,FALSE
brzask,StandardOrth,dawn,Polish,noun,Indo-European,NA,NA,NA,bʐask,NA,Thing,FALSE
zorza,StandardOrth,dawn,Polish,noun,Indo-European,NA,NA,NA,zɔʐa,NA,Thing,FALSE
rano,StandardOrth,morning,Polish,noun,Indo-European,NA,NA,NA,ranɔ,NA,Thing,FALSE
(po)ranek,StandardOrth,morning,Polish,noun,Indo-European,NA,NA,NA,ranɛk,NA,Thing,FALSE
popołudnie,StandardOrth,afternoon,Polish,noun,Indo-European,NA,NA,NA,pɔpɔwudɲɛ,NA,Thing,FALSE
wieczór,StandardOrth,evening,Polish,noun,Indo-European,NA,NA,NA,vjɛtʂur,NA,Thing,FALSE
godzina,StandardOrth,hour,Polish,noun,Indo-European,NA,NA,NA,ɡɔdʑina,NA,Thing,FALSE
zegar,StandardOrth,"clock, timepiece",Polish,noun,Indo-European,NA,NA,NA,zɛɡar,NA,Thing,FALSE
tydzień,StandardOrth,week,Polish,noun,Indo-European,NA,NA,NA,tɨdʑɛɲ,NA,Thing,FALSE
niedziela,StandardOrth,Sunday,Polish,noun,Indo-European,NA,NA,NA,ɲɛdʑɛla,NA,Thing,FALSE
poniedziałek,StandardOrth,Monday,Polish,noun,Indo-European,NA,NA,NA,pɔɲɛdʑawɛk,NA,Thing,FALSE
wtorek,StandardOrth,Tuesday,Polish,noun,Indo-European,NA,NA,NA,vtɔrɛk,NA,Thing,FALSE
środa,StandardOrth,Wednesday,Polish,noun,Indo-European,NA,NA,NA,ɕrɔda,NA,Thing,FALSE
czwartek,StandardOrth,Thursday,Polish,noun,Indo-European,NA,NA,NA,tʂvartɛk,NA,Thing,FALSE
piątek,StandardOrth,Friday,Polish,noun,Indo-European,NA,NA,NA,pjɔntɛk,NA,Thing,FALSE
sobota,StandardOrth,Saturday,Polish,noun,Indo-European,NA,NA,NA,sɔbɔta,NA,Thing,FALSE
miesiąc,StandardOrth,month,Polish,noun,Indo-European,NA,NA,NA,mjɛɕɔnts,NA,Thing,FALSE
rok,StandardOrth,year,Polish,noun,Indo-European,NA,NA,NA,rɔk,NA,Thing,FALSE
zima,StandardOrth,winter,Polish,noun,Indo-European,NA,NA,NA,ʑima,NA,Thing,FALSE
wiosna,StandardOrth,spring,Polish,noun,Indo-European,NA,NA,NA,vjɔsna,NA,Thing,FALSE
lato,StandardOrth,summer,Polish,noun,Indo-European,NA,NA,NA,latɔ,NA,Thing,FALSE
jesień,StandardOrth,autumn,Polish,noun,Indo-European,NA,NA,NA,jɛɕɛɲ,NA,Thing,FALSE
sezon,StandardOrth,season,Polish,noun,Indo-European,NA,NA,NA,sɛzɔn,NA,Thing,FALSE
dźwięk,StandardOrth,"sound, noise",Polish,noun,Indo-European,NA,NA,NA,dʑvjɛŋk,NA,Thing,FALSE
hałas,StandardOrth,"sound, noise",Polish,noun,Indo-European,NA,NA,NA,xawas,NA,Thing,FALSE
szum,StandardOrth,"sound, noise",Polish,noun,Indo-European,NA,NA,NA,ʂum,NA,Thing,FALSE
kolor,StandardOrth,color,Polish,noun,Indo-European,NA,NA,NA,kɔlɔr,NA,Thing,FALSE
dusza,StandardOrth,"soul, spirit",Polish,noun,Indo-European,NA,NA,NA,duʂa,NA,Thing,FALSE
duch,StandardOrth,"soul, spirit",Polish,noun,Indo-European,NA,NA,NA,dux,NA,Thing,FALSE
szczęście,StandardOrth,"good fortune, luck",Polish,noun,Indo-European,NA,NA,NA,ʂtʂɛɕtɕɛ,NA,Thing,FALSE
nieszczęście,StandardOrth,"misfortune, bad luck",Polish,noun,Indo-European,NA,NA,NA,ɲɛʂtʂɛɕtɕɛ,NA,Thing,FALSE
ból,StandardOrth,pain,Polish,noun,Indo-European,NA,NA,NA,bul,NA,Thing,FALSE
boleść,StandardOrth,pain,Polish,noun,Indo-European,NA,NA,NA,bɔlɛɕtɕ,NA,Thing,FALSE
cierpienie,StandardOrth,pain,Polish,noun,Indo-European,NA,NA,NA,tɕɛrpjɛɲɛ,NA,Thing,FALSE
żal,StandardOrth,"grief, sorrow, sadness",Polish,noun,Indo-European,NA,NA,NA,ʐal,NA,Thing,FALSE
żałość,StandardOrth,"grief, sorrow, sadness",Polish,noun,Indo-European,NA,NA,NA,ʐawɔɕtɕ,NA,Thing,FALSE
smutek,StandardOrth,"grief, sorrow, sadness",Polish,noun,Indo-European,NA,NA,NA,smutɛk,NA,Thing,FALSE
obawa,StandardOrth,"anxiety, worry",Polish,noun,Indo-European,NA,NA,NA,ɔbava,NA,Thing,FALSE
troska,StandardOrth,"anxiety, worry",Polish,noun,Indo-European,NA,NA,NA,trɔska,NA,Thing,FALSE
niepokój,StandardOrth,"anxiety, worry",Polish,noun,Indo-European,NA,NA,NA,ɲɛpɔkuj,NA,Thing,FALSE
litość,StandardOrth,pity,Polish,noun,Indo-European,NA,NA,NA,litɔɕtɕ,NA,Thing,FALSE
miłosierdzie,StandardOrth,pity,Polish,noun,Indo-European,NA,NA,NA,miwɔɕɛrdʑɛ,NA,Thing,FALSE
łza,StandardOrth,tear (noun),Polish,noun,Indo-European,NA,NA,NA,wza,NA,Thing,FALSE
gniew,StandardOrth,anger,Polish,noun,Indo-European,NA,NA,NA,ɡɲɛv,NA,Thing,FALSE
złość,StandardOrth,anger,Polish,noun,Indo-European,NA,NA,NA,zwɔɕtɕ,NA,Thing,FALSE
zazdrość,StandardOrth,"envy, jealousy",Polish,noun,Indo-European,NA,NA,NA,zazdrɔɕtɕ,NA,Thing,FALSE
