Form,transcription,englishName,language,englishPOS,languageFamily,alt_transcription,alt_form,concepticonID,phon,method,ontologicalCategory,include
wino,StandardOrth,wine,Polish,noun,Indo-European,NA,NA,NA,vinɔ,NA,Thing,FALSE
napój,StandardOrth,"beverage, drink",Polish,noun,Indo-European,NA,NA,NA,napuj,NA,Thing,FALSE
masło,StandardOrth,butter,Polish,noun,Indo-European,NA,NA,NA,maswɔ,NA,Thing,FALSE
cukier,StandardOrth,sugar,Polish,noun,Indo-European,NA,NA,NA,tsukɛr,NA,Thing,FALSE
mleko,StandardOrth,milk (noun),Polish,noun,Indo-European,NA,NA,NA,mlɛkɔ,NA,Thing,FALSE
miód,StandardOrth,honey,Polish,noun,Indo-European,NA,NA,NA,mjud,NA,Thing,FALSE
pieprz,StandardOrth,pepper,Polish,noun,Indo-European,NA,NA,NA,pjɛpʐ,NA,Thing,FALSE
sól,StandardOrth,salt,Polish,noun,Indo-European,NA,NA,NA,sul,NA,Thing,FALSE
smar,StandardOrth,"grease, fat",Polish,noun,Indo-European,NA,NA,NA,smar,NA,Thing,FALSE
tłuszcz,StandardOrth,"grease, fat",Polish,noun,Indo-European,NA,NA,NA,twuʂtʂ,NA,Thing,FALSE
olej,StandardOrth,oil,Polish,noun,Indo-European,NA,NA,NA,ɔlɛj,NA,Thing,FALSE
oliwa,StandardOrth,oil,Polish,noun,Indo-European,NA,NA,NA,ɔliva,NA,Thing,FALSE
oliwka,StandardOrth,olive,Polish,noun,Indo-European,NA,NA,NA,ɔlivka,NA,Thing,FALSE
winogrono,StandardOrth,grape,Polish,noun,Indo-European,NA,NA,NA,vinɔɡrɔnɔ,NA,Thing,FALSE
orzech,StandardOrth,nut,Polish,noun,Indo-European,NA,NA,NA,ɔʐɛx,NA,Thing,FALSE
figa,StandardOrth,fig,Polish,noun,Indo-European,NA,NA,NA,fiɡa,NA,Thing,FALSE
pęk,StandardOrth,bunch,Polish,noun,Indo-European,NA,NA,NA,pɛŋk,NA,Thing,FALSE
kiść,StandardOrth,bunch,Polish,noun,Indo-European,NA,NA,NA,kiɕtɕ,NA,Thing,FALSE
owoc,StandardOrth,fruit,Polish,noun,Indo-European,NA,NA,NA,ɔvɔts,NA,Thing,FALSE
ziemniak,StandardOrth,potato,Polish,noun,Indo-European,NA,NA,NA,ʑɛmɲak,NA,Thing,FALSE
kartofel,StandardOrth,potato,Polish,noun,Indo-European,NA,NA,NA,kartɔfɛl,NA,Thing,FALSE
bób,StandardOrth,bean,Polish,noun,Indo-European,NA,NA,NA,bub,NA,Thing,FALSE
fasola,StandardOrth,bean,Polish,noun,Indo-European,NA,NA,NA,fasɔla,NA,Thing,FALSE
jarzyna,StandardOrth,vegetables,Polish,noun,Indo-European,NA,NA,NA,jaʐɨna,NA,Thing,FALSE
warzywo,StandardOrth,vegetables,Polish,noun,Indo-European,NA,NA,NA,vaʐɨvɔ,NA,Thing,FALSE
zupa,StandardOrth,"soup, broth",Polish,noun,Indo-European,NA,NA,NA,zupa,NA,Thing,FALSE
rosół,StandardOrth,"soup, broth",Polish,noun,Indo-European,NA,NA,NA,rɔsuw,NA,Thing,FALSE
polewka,StandardOrth,"soup, broth",Polish,noun,Indo-European,NA,NA,NA,pɔlɛvka,NA,Thing,FALSE
kiełbasa,StandardOrth,sausage,Polish,noun,Indo-European,NA,NA,NA,kɛwbasa,NA,Thing,FALSE
mięso,StandardOrth,meat,Polish,noun,Indo-European,NA,NA,NA,mjɛsɔ,NA,Thing,FALSE
tłuczek,StandardOrth,pestle,Polish,noun,Indo-European,NA,NA,NA,twutʂɛk,NA,Thing,FALSE
moździerz,StandardOrth,mortar (2),Polish,noun,Indo-European,NA,NA,NA,mɔʑdʑɛʐ,NA,Thing,FALSE
mąka,StandardOrth,"meal, flour",Polish,noun,Indo-European,NA,NA,NA,mɔŋka,NA,Thing,FALSE
ciasto,StandardOrth,dough,Polish,noun,Indo-European,NA,NA,NA,tɕastɔ,NA,Thing,FALSE
chleb,StandardOrth,bread,Polish,noun,Indo-European,NA,NA,NA,xlɛb,NA,Thing,FALSE
kolacja,StandardOrth,supper,Polish,noun,Indo-European,NA,NA,NA,kɔlatsja,NA,Thing,FALSE
obiad,StandardOrth,dinner,Polish,noun,Indo-European,NA,NA,NA,ɔbjad,NA,Thing,FALSE
śniadanie,StandardOrth,breakfast,Polish,noun,Indo-European,NA,NA,NA,ɕɲadaɲɛ,NA,Thing,FALSE
jedzenie,StandardOrth,meal (a),Polish,noun,Indo-European,NA,NA,NA,jɛdzɛɲɛ,NA,Thing,FALSE
jadło,StandardOrth,meal (a),Polish,noun,Indo-European,NA,NA,NA,jadwɔ,NA,Thing,FALSE
szczypce,StandardOrth,tongs,Polish,noun,Indo-European,NA,NA,NA,ʂtʂɨptsɛ,NA,Thing,FALSE
łyżka,StandardOrth,spoon,Polish,noun,Indo-European,NA,NA,NA,wɨʐka,NA,Thing,FALSE
spodek,StandardOrth,saucer,Polish,noun,Indo-European,NA,NA,NA,spɔdɛk,NA,Thing,FALSE
filiżanka,StandardOrth,"cup, drinking vessel",Polish,noun,Indo-European,NA,NA,NA,filiʐanka,NA,Thing,FALSE
czarka,StandardOrth,"cup, drinking vessel",Polish,noun,Indo-European,NA,NA,NA,tʂarka,NA,Thing,FALSE
misa,StandardOrth,bowl,Polish,noun,Indo-European,NA,NA,NA,misa,NA,Thing,FALSE
dzban,StandardOrth,"pitcher, jug",Polish,noun,Indo-European,NA,NA,NA,dzban,NA,Thing,FALSE
talerz,StandardOrth,plate,Polish,noun,Indo-European,NA,NA,NA,talɛʐ,NA,Thing,FALSE
naczynie,StandardOrth,dish,Polish,noun,Indo-European,NA,NA,NA,natʂɨɲɛ,NA,Thing,FALSE
panew,StandardOrth,pan,Polish,noun,Indo-European,NA,NA,NA,panɛv,NA,Thing,FALSE
patelnia,StandardOrth,pan,Polish,noun,Indo-European,NA,NA,NA,patɛlɲa,NA,Thing,FALSE
garnek,StandardOrth,"pot, cooking vessel",Polish,noun,Indo-European,NA,NA,NA,ɡarnɛk,NA,Thing,FALSE
kocioł,StandardOrth,kettle,Polish,noun,Indo-European,NA,NA,NA,kɔtɕɔw,NA,Thing,FALSE
kocieł,StandardOrth,kettle,Polish,noun,Indo-European,NA,NA,NA,kɔtɕɛw,NA,Thing,FALSE
pragnienie,StandardOrth,thirst,Polish,NA,Indo-European,NA,NA,NA,praɡɲɛɲɛ,NA,Thing,FALSE
głód,StandardOrth,famine,Polish,noun,Indo-European,NA,NA,NA,ɡwud,NA,Thing,FALSE
pokarm,StandardOrth,food,Polish,noun,Indo-European,NA,NA,NA,pɔkarm,NA,Thing,FALSE
potrawa,StandardOrth,food,Polish,noun,Indo-European,NA,NA,NA,pɔtrava,NA,Thing,FALSE
jad,StandardOrth,poison,Polish,noun,Indo-European,NA,NA,NA,jad,NA,Thing,FALSE
lekarstwo,StandardOrth,"medicine, drug",Polish,noun,Indo-European,NA,NA,NA,lɛkarstvɔ,NA,Thing,FALSE
lek,StandardOrth,"medicine, drug",Polish,noun,Indo-European,NA,NA,NA,lɛk,NA,Thing,FALSE
lekarz,StandardOrth,physician,Polish,noun,Indo-European,NA,NA,NA,lɛkaʐ,NA,Thing,FALSE
doktor,StandardOrth,physician,Polish,noun,Indo-European,NA,NA,NA,dɔktɔr,NA,Thing,FALSE
medyk,StandardOrth,physician,Polish,noun,Indo-European,NA,NA,NA,mɛdɨk,NA,Thing,FALSE
blizna,StandardOrth,scar,Polish,noun,Indo-European,NA,NA,NA,blizna,NA,Thing,FALSE
ropa,StandardOrth,pus,Polish,noun,Indo-European,NA,NA,NA,rɔpa,NA,Thing,FALSE
wrzenie,StandardOrth,boil (noun),Polish,noun,Indo-European,NA,NA,NA,vʐɛɲɛ,NA,Thing,FALSE
kipiel,StandardOrth,boil (noun),Polish,noun,Indo-European,NA,NA,NA,kipjɛl,NA,Thing,FALSE
pęcherz,StandardOrth,blister,Polish,noun,Indo-European,NA,NA,NA,pɛnxɛʐ,NA,Thing,FALSE
bąbel,StandardOrth,blister,Polish,noun,Indo-European,NA,NA,NA,bɔmbɛl,NA,Thing,FALSE
swędzenie,StandardOrth,itch,Polish,noun,Indo-European,NA,NA,NA,svɛndzɛɲɛ,NA,Thing,FALSE
świerzb,StandardOrth,itch,Polish,noun,Indo-European,NA,NA,NA,ɕvjɛʐb,NA,Thing,FALSE
spuchlizna,StandardOrth,swelling,Polish,noun,Indo-European,NA,NA,NA,spuxlizna,NA,Thing,FALSE
stłuczenie,StandardOrth,bruise,Polish,noun,Indo-European,NA,NA,NA,stwutʂɛɲɛ,NA,Thing,FALSE
siniak,StandardOrth,bruise,Polish,noun,Indo-European,NA,NA,NA,ɕiɲak,NA,Thing,FALSE
rana,StandardOrth,"wound, sore",Polish,noun,Indo-European,NA,NA,NA,rana,NA,Thing,FALSE
przeziębienie,StandardOrth,cold (catarrh),Polish,noun,Indo-European,NA,NA,NA,pʐɛʑɛmbjɛɲɛ,NA,Thing,FALSE
katar,StandardOrth,cold (catarrh),Polish,noun,Indo-European,NA,NA,NA,katar,NA,Thing,FALSE
wól,StandardOrth,goiter,Polish,noun,Indo-European,NA,NA,NA,vul,NA,Thing,FALSE
wole,StandardOrth,goiter,Polish,noun,Indo-European,NA,NA,NA,vɔlɛ,NA,Thing,FALSE
gorączka,StandardOrth,fever,Polish,noun,Indo-European,NA,NA,NA,ɡɔrɔntʂka,NA,Thing,FALSE
grób,StandardOrth,"grave, tomb",Polish,noun,Indo-European,NA,NA,NA,ɡrub,NA,Thing,FALSE
mogiła,StandardOrth,"grave, tomb",Polish,noun,Indo-European,NA,NA,NA,mɔɡiwa,NA,Thing,FALSE
grobowiec,StandardOrth,"grave, tomb",Polish,noun,Indo-European,NA,NA,NA,ɡrɔbɔvjɛts,NA,Thing,FALSE
trup,StandardOrth,corpse,Polish,noun,Indo-European,NA,NA,NA,trup,NA,Thing,FALSE
ciało,StandardOrth,corpse,Polish,noun,Indo-European,NA,NA,NA,tɕawɔ,NA,Thing,FALSE
penis,StandardOrth,penis,Polish,noun,Indo-European,NA,NA,NA,pɛɲis,NA,Thing,FALSE
członek,StandardOrth,penis,Polish,noun,Indo-European,NA,NA,NA,tʂwɔnɛk,NA,Thing,FALSE
jądro,StandardOrth,testicle,Polish,noun,Indo-European,NA,NA,NA,jɔndrɔ,NA,Thing,FALSE
jądra,StandardOrth,testicle,Polish,noun,Indo-European,NA,NA,NA,jɔndra,NA,Thing,FALSE
żywot,StandardOrth,womb,Polish,noun,Indo-European,NA,NA,NA,ʐɨvɔt,NA,Thing,FALSE
łono,StandardOrth,womb,Polish,noun,Indo-European,NA,NA,NA,wɔnɔ,NA,Thing,FALSE
pośladek,StandardOrth,buttocks,Polish,noun,Indo-European,NA,NA,NA,pɔɕladɛk,NA,Thing,FALSE
pośladki,StandardOrth,buttocks,Polish,noun,Indo-European,NA,NA,NA,pɔɕladki,NA,Thing,FALSE
biodro,StandardOrth,hip,Polish,noun,Indo-European,NA,NA,NA,bjɔdrɔ,NA,Thing,FALSE
kibić,StandardOrth,waist,Polish,noun,Indo-European,NA,NA,NA,kibitɕ,NA,Thing,FALSE
stan,StandardOrth,waist,Polish,noun,Indo-European,NA,NA,NA,stan,NA,Thing,FALSE
talia,StandardOrth,waist,Polish,noun,Indo-European,NA,NA,NA,talja,NA,Thing,FALSE
jelita,StandardOrth,"intestines, guts",Polish,noun,Indo-European,NA,NA,NA,jɛlita,NA,Thing,FALSE
kiszki,StandardOrth,"intestines, guts",Polish,noun,Indo-European,NA,NA,NA,kiʂki,NA,Thing,FALSE
brzuch,StandardOrth,stomach,Polish,noun,Indo-European,NA,NA,NA,bʐux,NA,Thing,FALSE
żołądek,StandardOrth,stomach,Polish,noun,Indo-European,NA,NA,NA,ʐɔwɔndɛk,NA,Thing,FALSE
śledziona,StandardOrth,spleen,Polish,noun,Indo-European,NA,NA,NA,ɕlɛdʑɔna,NA,Thing,FALSE
nerka,StandardOrth,kidney,Polish,noun,Indo-European,NA,NA,NA,nɛrka,NA,Thing,FALSE
wątroba,StandardOrth,liver,Polish,noun,Indo-European,NA,NA,NA,vɔntrɔba,NA,Thing,FALSE
płuco,StandardOrth,lung,Polish,noun,Indo-European,NA,NA,NA,pwutsɔ,NA,Thing,FALSE
serce,StandardOrth,heart,Polish,noun,Indo-European,NA,NA,NA,sɛrtsɛ,NA,Thing,FALSE
pępek,StandardOrth,navel,Polish,noun,Indo-European,NA,NA,NA,pɛmpɛk,NA,Thing,FALSE
wymię,StandardOrth,udder,Polish,noun,Indo-European,NA,NA,NA,vɨmjɛ,NA,Thing,FALSE
sutka,StandardOrth,"nipple, teat",Polish,noun,Indo-European,NA,NA,NA,sutka,NA,Thing,FALSE
pierś,StandardOrth,breast (of woman),Polish,noun,Indo-European,NA,NA,NA,pjɛrɕ,NA,Thing,FALSE
pióro,StandardOrth,feather,Polish,noun,Indo-European,NA,NA,NA,pjurɔ,NA,Thing,FALSE
piórko,StandardOrth,feather,Polish,noun,Indo-European,NA,NA,NA,pjurkɔ,NA,Thing,FALSE
skrzydło,StandardOrth,wing,Polish,noun,Indo-European,NA,NA,NA,skʐɨdwɔ,NA,Thing,FALSE
pięta,StandardOrth,heel,Polish,noun,Indo-European,NA,NA,NA,pjɛnta,NA,Thing,FALSE
kostka,StandardOrth,ankle,Polish,noun,Indo-European,NA,NA,NA,kɔstka,NA,Thing,FALSE
stopa,StandardOrth,foot,Polish,noun,Indo-European,NA,NA,NA,stɔpa,NA,Thing,FALSE
kolano,StandardOrth,knee,Polish,noun,Indo-European,NA,NA,NA,kɔlanɔ,NA,Thing,FALSE
łydka,StandardOrth,calf of leg,Polish,noun,Indo-European,NA,NA,NA,wɨdka,NA,Thing,FALSE
udo,StandardOrth,thigh,Polish,noun,Indo-European,NA,NA,NA,udɔ,NA,Thing,FALSE
noga,StandardOrth,leg,Polish,noun,Indo-European,NA,NA,NA,nɔɡa,NA,Thing,FALSE
pazur,StandardOrth,claw,Polish,noun,Indo-European,NA,NA,NA,pazur,NA,Thing,FALSE
paznokieć,StandardOrth,fingernail,Polish,noun,Indo-European,NA,NA,NA,paznɔkɛtɕ,NA,Thing,FALSE
kciuk,StandardOrth,thumb,Polish,noun,Indo-European,NA,NA,NA,ktɕuk,NA,Thing,FALSE
palec,StandardOrth,finger,Polish,noun,Indo-European,NA,NA,NA,palɛts,NA,Thing,FALSE
dłoń,StandardOrth,palm of hand,Polish,noun,Indo-European,NA,NA,NA,dwɔɲ,NA,Thing,FALSE
ręka,StandardOrth,hand,Polish,noun,Indo-European,NA,NA,NA,rɛŋka,NA,Thing,FALSE
przegub,StandardOrth,wrist,Polish,noun,Indo-European,NA,NA,NA,pʐɛɡub,NA,Thing,FALSE
łokieć,StandardOrth,elbow,Polish,noun,Indo-European,NA,NA,NA,wɔkɛtɕ,NA,Thing,FALSE
pacha,StandardOrth,armpit,Polish,noun,Indo-European,NA,NA,NA,paxa,NA,Thing,FALSE
ramię,StandardOrth,arm,Polish,noun,Indo-European,NA,NA,NA,ramjɛ,NA,Thing,FALSE
obojczyk,StandardOrth,collarbone,Polish,noun,Indo-European,NA,NA,NA,ɔbɔjtʂɨk,NA,Thing,FALSE
łopatka,StandardOrth,shoulderblade,Polish,noun,Indo-European,NA,NA,NA,wɔpatka,NA,Thing,FALSE
plecy,StandardOrth,shoulder,Polish,noun,Indo-European,NA,NA,NA,plɛtsɨ,NA,Thing,FALSE
gardło,StandardOrth,throat,Polish,noun,Indo-European,NA,NA,NA,ɡardwɔ,NA,Thing,FALSE
kark,StandardOrth,nape of neck,Polish,noun,Indo-European,NA,NA,NA,kark,NA,Thing,FALSE
szyja,StandardOrth,neck,Polish,noun,Indo-European,NA,NA,NA,ʂɨja,NA,Thing,FALSE
ząb,StandardOrth,tooth,Polish,noun,Indo-European,NA,NA,NA,zɔmb,NA,Thing,FALSE
dziąsła,StandardOrth,gums,Polish,noun,Indo-European,NA,NA,NA,dʑɔswa,NA,Thing,FALSE
język,StandardOrth,tongue,Polish,noun,Indo-European,NA,NA,NA,jɛzɨk,NA,Thing,FALSE
warga,StandardOrth,lip,Polish,noun,Indo-European,NA,NA,NA,varɡa,NA,Thing,FALSE
dziób,StandardOrth,beak,Polish,noun,Indo-European,NA,NA,NA,dʑub,NA,Thing,FALSE
usta,StandardOrth,mouth,Polish,noun,Indo-European,NA,NA,NA,usta,NA,Thing,FALSE
gęba,StandardOrth,mouth,Polish,noun,Indo-European,NA,NA,NA,ɡɛmba,NA,Thing,FALSE
śluz,StandardOrth,mucus (nasal),Polish,noun,Indo-European,NA,NA,NA,ɕluz,NA,Thing,FALSE
nozdrze,StandardOrth,nostril,Polish,noun,Indo-European,NA,NA,NA,nɔzdʐɛ,NA,Thing,FALSE
nos,StandardOrth,nose,Polish,noun,Indo-European,NA,NA,NA,nɔs,NA,Thing,FALSE
wosk,StandardOrth,earwax,Polish,noun,Indo-European,NA,NA,NA,vɔsk,NA,Thing,FALSE
ucho,StandardOrth,ear,Polish,noun,Indo-European,NA,NA,NA,uxɔ,NA,Thing,TRUE
rzęsa,StandardOrth,eyelash,Polish,noun,Indo-European,NA,NA,NA,ʐɛsa,NA,Thing,FALSE
powieka,StandardOrth,eyelid,Polish,noun,Indo-European,NA,NA,NA,pɔvjɛka,NA,Thing,FALSE
brew,StandardOrth,eyebrow,Polish,noun,Indo-European,NA,NA,NA,brɛv,NA,Thing,FALSE
brwi,StandardOrth,eyebrow,Polish,noun,Indo-European,NA,NA,NA,brvi,NA,Thing,FALSE
oko,StandardOrth,eye,Polish,noun,Indo-European,NA,NA,NA,ɔkɔ,NA,Thing,TRUE
lico,StandardOrth,cheek,Polish,noun,Indo-European,NA,NA,NA,litsɔ,NA,Thing,FALSE
policzek,StandardOrth,cheek,Polish,noun,Indo-European,NA,NA,NA,pɔlitʂɛk,NA,Thing,FALSE
podbródek,StandardOrth,chin,Polish,noun,Indo-European,NA,NA,NA,pɔdbrudɛk,NA,Thing,FALSE
czoło,StandardOrth,forehead,Polish,noun,Indo-European,NA,NA,NA,tʂɔwɔ,NA,Thing,FALSE
szczęka,StandardOrth,jaw,Polish,noun,Indo-European,NA,NA,NA,ʂtʂɛŋka,NA,Thing,FALSE
twarz,StandardOrth,face,Polish,noun,Indo-European,NA,NA,NA,tvaʐ,NA,Thing,FALSE
mózg,StandardOrth,brain,Polish,noun,Indo-European,NA,NA,NA,muzɡ,NA,Thing,FALSE
skroń,StandardOrth,"side of head, temple",Polish,noun,Indo-European,NA,NA,NA,skrɔɲ,NA,Thing,FALSE
czaszka,StandardOrth,skull,Polish,noun,Indo-European,NA,NA,NA,tʂaʂka,NA,Thing,FALSE
głowa,StandardOrth,head,Polish,noun,Indo-European,NA,NA,NA,ɡwɔva,NA,Thing,FALSE
kręgosłup,StandardOrth,spine,Polish,noun,Indo-European,NA,NA,NA,krɛŋɡɔswup,NA,Thing,FALSE
grzbiet,StandardOrth,back,Polish,noun,Indo-European,NA,NA,NA,ɡʐbjɛt,NA,Thing,FALSE
ogon,StandardOrth,tail,Polish,noun,Indo-European,NA,NA,NA,ɔɡɔn,NA,Thing,FALSE
chwost,StandardOrth,tail,Polish,noun,Indo-European,NA,NA,NA,xvɔst,NA,Thing,FALSE
żebro,StandardOrth,rib,Polish,noun,Indo-European,NA,NA,NA,ʐɛbrɔ,NA,Thing,FALSE
kość,StandardOrth,bone,Polish,noun,Indo-European,NA,NA,NA,kɔɕtɕ,NA,Thing,FALSE
żyła,StandardOrth,"vein, artery",Polish,noun,Indo-European,NA,NA,NA,ʐɨwa,NA,Thing,FALSE
krew,StandardOrth,blood,Polish,noun,Indo-European,NA,NA,NA,krɛv,NA,Thing,FALSE
łupież,StandardOrth,dandruff,Polish,noun,Indo-European,NA,NA,NA,wupjɛʐ,NA,Thing,FALSE
zarost,StandardOrth,body hair,Polish,noun,Indo-European,NA,NA,NA,zarɔst,NA,Thing,FALSE
broda,StandardOrth,beard,Polish,noun,Indo-European,NA,NA,NA,brɔda,NA,Thing,FALSE
włos,StandardOrth,hair (head),Polish,noun,Indo-European,NA,NA,NA,vwɔs,NA,Thing,FALSE
żółw,StandardOrth,turtle,Polish,noun,Indo-European,NA,NA,NA,ʐuwv,NA,Thing,FALSE
krokodyl,StandardOrth,"crocodile, alligator",Polish,noun,Indo-European,NA,NA,NA,krɔkɔdɨl,NA,Thing,FALSE
jaszczurka,StandardOrth,lizard,Polish,noun,Indo-European,NA,NA,NA,jaʂtʂurka,NA,Thing,FALSE
żaba,StandardOrth,frog,Polish,noun,Indo-European,NA,NA,NA,ʐaba,NA,Thing,FALSE
ślimak,StandardOrth,snail,Polish,noun,Indo-European,NA,NA,NA,ɕlimak,NA,Thing,FALSE
motyl,StandardOrth,butterfly,Polish,noun,Indo-European,NA,NA,NA,mɔtɨl,NA,Thing,TRUE
świetlik,StandardOrth,firefly,Polish,noun,Indo-European,NA,NA,NA,ɕvjɛtlik,NA,Thing,FALSE
wąż,StandardOrth,snake,Polish,noun,Indo-European,NA,NA,NA,vɔʐ,NA,Thing,FALSE
żmija,StandardOrth,snake,Polish,noun,Indo-European,NA,NA,NA,ʐmija,NA,Thing,FALSE
robak,StandardOrth,worm,Polish,noun,Indo-European,NA,NA,NA,rɔbak,NA,Thing,FALSE
komar,StandardOrth,mosquito,Polish,noun,Indo-European,NA,NA,NA,kɔmar,NA,Thing,FALSE
mustyk,StandardOrth,"sandfly (midge), gnat",Polish,noun,Indo-European,NA,NA,NA,mustɨk,NA,Thing,FALSE
mucha,StandardOrth,fly,Polish,noun,Indo-European,NA,NA,NA,muxa,NA,Thing,FALSE
osa,StandardOrth,wasp,Polish,noun,Indo-European,NA,NA,NA,ɔsa,NA,Thing,FALSE
ul,StandardOrth,beehive,Polish,noun,Indo-European,NA,NA,NA,ul,NA,Thing,FALSE
pszczoła,StandardOrth,bee,Polish,noun,Indo-European,NA,NA,NA,pʂtʂɔwa,NA,Thing,FALSE
pajęczyna,StandardOrth,spider web,Polish,noun,Indo-European,NA,NA,NA,pajɛntʂɨna,NA,Thing,FALSE
pająk,StandardOrth,spider,Polish,noun,Indo-European,NA,NA,NA,pajɔŋk,NA,Thing,FALSE
mrówka,StandardOrth,ant,Polish,noun,Indo-European,NA,NA,NA,mruvka,NA,Thing,FALSE
karaluch,StandardOrth,cockroach,Polish,noun,Indo-European,NA,NA,NA,karalux,NA,Thing,FALSE
skorpion,StandardOrth,scorpion,Polish,noun,Indo-European,NA,NA,NA,skɔrpjɔn,NA,Thing,FALSE
stonoga,StandardOrth,centipede,Polish,noun,Indo-European,NA,NA,NA,stɔnɔɡa,NA,Thing,FALSE
pchła,StandardOrth,flea,Polish,noun,Indo-European,NA,NA,NA,pxwa,NA,Thing,FALSE
gnida,StandardOrth,nit (louse egg),Polish,noun,Indo-European,NA,NA,NA,ɡɲida,NA,Thing,FALSE
wesz,StandardOrth,louse,Polish,NA,Indo-European,NA,NA,NA,vɛʂ,NA,Thing,FALSE
owad,StandardOrth,insect,Polish,noun,Indo-European,NA,NA,NA,ɔvad,NA,Thing,FALSE
wielbłąd,StandardOrth,camel,Polish,noun,Indo-European,NA,NA,NA,vjɛlbwɔnd,NA,Thing,FALSE
słoń,StandardOrth,elephant,Polish,noun,Indo-European,NA,NA,NA,swɔɲ,NA,Thing,FALSE
małpa,StandardOrth,monkey,Polish,noun,Indo-European,NA,NA,NA,mawpa,NA,Thing,FALSE
jeleń,StandardOrth,deer,Polish,noun,Indo-European,NA,NA,NA,jɛlɛɲ,NA,Thing,FALSE
lis,StandardOrth,fox,Polish,noun,Indo-European,NA,NA,NA,lis,NA,Thing,FALSE
niedźwiedź,StandardOrth,bear,Polish,noun,Indo-European,NA,NA,NA,ɲɛdʑvjɛdʑ,NA,Thing,FALSE
lew,StandardOrth,lion,Polish,noun,Indo-European,NA,NA,NA,lɛv,NA,Thing,TRUE
wilk,StandardOrth,wolf,Polish,noun,Indo-European,NA,NA,NA,vilk,NA,Thing,FALSE
węgorz,StandardOrth,freshwater eel,Polish,noun,Indo-European,NA,NA,NA,vɛŋɡɔʐ,NA,Thing,FALSE
płaszczka,StandardOrth,stingray,Polish,noun,Indo-European,NA,NA,NA,pwaʂtʂka,NA,Thing,FALSE
wieloryb,StandardOrth,whale,Polish,noun,Indo-European,NA,NA,NA,vjɛlɔrɨb,NA,Thing,FALSE
morświn,StandardOrth,"porpoise, dolphin",Polish,noun,Indo-European,NA,NA,NA,mɔrɕvin,NA,Thing,FALSE
rekin,StandardOrth,shark,Polish,noun,Indo-European,NA,NA,NA,rɛkin,NA,Thing,FALSE
muszla,StandardOrth,shell,Polish,noun,Indo-European,NA,NA,NA,muʂla,NA,Thing,FALSE
skorupa,StandardOrth,shell,Polish,noun,Indo-European,NA,NA,NA,skɔrupa,NA,Thing,FALSE
skrzele,StandardOrth,gill,Polish,noun,Indo-European,NA,NA,NA,skʐɛlɛ,NA,Thing,FALSE
łuska,StandardOrth,fishscale,Polish,noun,Indo-European,NA,NA,NA,wuska,NA,Thing,FALSE
ryba,StandardOrth,fish,Polish,noun,Indo-European,NA,NA,NA,rɨba,NA,Thing,FALSE
opos,StandardOrth,opossum,Polish,noun,Indo-European,NA,NA,NA,ɔpɔs,NA,Thing,FALSE
kot,StandardOrth,cat,Polish,noun,Indo-European,NA,NA,NA,kɔt,NA,Thing,TRUE
królik,StandardOrth,rabbit,Polish,noun,Indo-European,NA,NA,NA,krulik,NA,Thing,FALSE
gołąb,StandardOrth,dove,Polish,noun,Indo-European,NA,NA,NA,ɡɔwɔmb,NA,Thing,FALSE
gołąbek,StandardOrth,dove,Polish,noun,Indo-European,NA,NA,NA,ɡɔwɔmbɛk,NA,Thing,FALSE
sowa,StandardOrth,owl,Polish,noun,Indo-European,NA,NA,NA,sɔva,NA,Thing,FALSE
kruk,StandardOrth,crow,Polish,noun,Indo-European,NA,NA,NA,kruk,NA,Thing,FALSE
wrona,StandardOrth,crow,Polish,noun,Indo-European,NA,NA,NA,vrɔna,NA,Thing,FALSE
papuga,StandardOrth,parrot,Polish,noun,Indo-European,NA,NA,NA,papuɡa,NA,Thing,FALSE
nietoperz,StandardOrth,bat,Polish,noun,Indo-European,NA,NA,NA,ɲɛtɔpɛʐ,NA,Thing,FALSE
sęp,StandardOrth,vulture,Polish,noun,Indo-European,NA,NA,NA,sɛmp,NA,Thing,FALSE
jastrząb,StandardOrth,hawk,Polish,noun,Indo-European,NA,NA,NA,jastʐɔmb,NA,Thing,FALSE
orzeł,StandardOrth,eagle,Polish,noun,Indo-European,NA,NA,NA,ɔʐɛw,NA,Thing,FALSE
mewa,StandardOrth,seagull,Polish,noun,Indo-European,NA,NA,NA,mɛva,NA,Thing,FALSE
czapla,StandardOrth,heron,Polish,noun,Indo-European,NA,NA,NA,tʂapla,NA,Thing,FALSE
ptak,StandardOrth,bird,Polish,noun,Indo-European,NA,NA,NA,ptak,NA,Thing,TRUE
gniazdo,StandardOrth,nest,Polish,noun,Indo-European,NA,NA,NA,ɡɲazdɔ,NA,Thing,FALSE
kaczka,StandardOrth,duck,Polish,noun,Indo-European,NA,NA,NA,katʂka,NA,Thing,TRUE
gęś,StandardOrth,goose,Polish,noun,Indo-European,NA,NA,NA,ɡɛɕ,NA,Thing,FALSE
kurczę,StandardOrth,chicken,Polish,noun,Indo-European,NA,NA,NA,kurtʂɛ,NA,Thing,FALSE
kura,StandardOrth,hen,Polish,noun,Indo-European,NA,NA,NA,kura,NA,Thing,FALSE
kokosz,StandardOrth,hen,Polish,noun,Indo-European,NA,NA,NA,kɔkɔʂ,NA,Thing,FALSE
kogut,StandardOrth,"cock, rooster",Polish,noun,Indo-European,NA,NA,NA,kɔɡut,NA,Thing,FALSE
